Address,Rent $/year,Type,Size m²,Bedrooms,Bathrooms
"Fakra, Kesrouane, Mount Lebanon",12000                        ,Chalet,110,2,2
"Fakra, Kesrouane, Mount Lebanon",18000                        ,Chalet,120,2,3
"Achrafieh, Beirut, Beirut",42000                        ,Apartment,500,4,4
"Mar Roukoz, El Metn, Mount Lebanon",7800                        ,Apartment,120,2,2
"Dbayeh, El Metn, Mount Lebanon",9000                        ,Office,85,1,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",24000                        ,Chalet,180,3,3
"Achrafieh, Beirut, Beirut",54000                        ,Office,180,N/A,N/A
"Achrafieh, Beirut, Beirut",40000                        ,Apartment,417,3,4
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,120,3,2
"Achrafieh, Beirut, Beirut",42000                        ,Apartment,350,3,4
"Achrafieh, Beirut, Beirut",33000                        ,Apartment,335,4,4
"Zouk Mosbeh, Kesrouane, Mount Lebanon",6000                        ,Office,110,1,N/A
"Achrafieh, Beirut, Beirut",26400                        ,Apartment,265,3,4
"Faraya, Kesrouane, Mount Lebanon",9600                        ,Chalet,100,2,2
"Achrafieh, Beirut, Beirut",60000                        ,Office,420,3,N/A
"Wata El Joz, Kesrouane, Mount Lebanon",18000                        ,House/Villa,450,4,4
"Kfarzebian, Kesrouane, Mount Lebanon",15000                        ,Chalet,75,1,2
"Achrafieh, Beirut, Beirut",15000                        ,Office,70,2,N/A
"Broumana, El Metn, Mount Lebanon",18000                        ,Apartment,450,5,5
"Achrafieh, Beirut, Beirut",24000                        ,Office,174,3,N/A
"Safra, Kesrouane, Mount Lebanon",36000                        ,Shop,450,1,N/A
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,215,3,4
"Achrafieh, Beirut, Beirut",9000                        ,Apartment,115,2,2
"Fakra, Kesrouane, Mount Lebanon",57000                        ,Chalet,170,3,3
"Fakra, Kesrouane, Mount Lebanon",64000                        ,Chalet,240,4,4
"Fakra, Kesrouane, Mount Lebanon",50000                        ,Chalet,150,3,3
"Fakra, Kesrouane, Mount Lebanon",24000                        ,Chalet,130,2,2
"Fidar, Jbeil, Mount Lebanon",8400                        ,Chalet,100,2,2
"Jounieh, Kesrouane, Mount Lebanon",4200                        ,Office,200,1,N/A
"Achrafieh, Beirut, Beirut",14400                        ,Apartment,100,1,2
"Achrafieh, Beirut, Beirut",13200                        ,Office,120,1,N/A
"Faytroun, Kesrouane, Mount Lebanon",3000                         /Season,Chalet,70,2,2
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,120,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",6000                        ,Apartment,120,2,2
"Aamchit, Jbeil, Mount Lebanon",7200                        ,Shop,180,1,N/A
"Sin El Fil, El Metn, Mount Lebanon",50000                        ,Office,440,4,N/A
"Sin El Fil, El Metn, Mount Lebanon",20000                        ,Office,225,2,N/A
"Achrafieh, Beirut, Beirut",36000                        ,Shop,120,1,N/A
"Tabarja, Kesrouane, Mount Lebanon",12000                        ,Chalet,80,1,1
"Achrafieh, Beirut, Beirut",7200                        ,Office,45,1,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",12000                        ,Warehouse,780,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",3600                        ,Office,40,1,N/A
"Tabarja, Kesrouane, Mount Lebanon",12000                        ,Chalet,65,1,2
"Antelias, El Metn, Mount Lebanon",9600                        ,Warehouse,400,1,N/A
"Jbeil, Jbeil, Mount Lebanon",8400                        ,Office,95,2,N/A
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,80,2,1
"Rabieh, El Metn, Mount Lebanon",30000                        ,Apartment,180,2,3
"Baabdat, El Metn, Mount Lebanon",30000                        ,Apartment,400,4,5
"Haret Sakher, Kesrouane, Mount Lebanon",19200                        ,Apartment,275,3,4
"Dbayeh, El Metn, Mount Lebanon",32400                        ,Apartment,180,3,3
"Adma, Kesrouane, Mount Lebanon",12000                        ,Apartment,270,2,4
"Shayle, Kesrouane, Mount Lebanon",100000                        ,Shop,1500,4,N/A
"Ghazir, Kesrouane, Mount Lebanon",15000                        ,Office,124,1,N/A
"Sin El Fil, El Metn, Mount Lebanon",6600                        ,Office,80,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",28000                        ,Land,1000,N/A,N/A
"Achrafieh, Beirut, Beirut",19000                        ,Apartment,165,2,2
"Jbeil, Jbeil, Mount Lebanon",12000                        ,Apartment,180,3,3
"Achrafieh, Beirut, Beirut",27600                        ,Apartment,350,4,4
"Halat, Jbeil, Mount Lebanon",30000                        ,Warehouse,600,1,N/A
"Bouchrieh, El Metn, Mount Lebanon",6000                        ,Office,90,1,N/A
"Bouchrieh, El Metn, Mount Lebanon",3750                        ,Office,45,1,N/A
"Achrafieh, Beirut, Beirut",21600                        ,Apartment,123,2,2
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",10000                        ,Chalet,140,3,2
"Zalka, El Metn, Mount Lebanon",14400                        ,Office,175,1,N/A
"Smar Jbail, Batroun, North",6000                        ,Apartment,95,2,2
"Monteverde, El Metn, Mount Lebanon",36000                        ,Apartment,450,3,5
"Monteverde, El Metn, Mount Lebanon",18000                        ,Apartment,480,4,4
"Deir Al Qamar, Chouf, Mount Lebanon",40000                        ,Residential Building,1000,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",14400                        ,Office,85,1,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,240,3,3
"Haret Sakher, Kesrouane, Mount Lebanon",9600                        ,Apartment,270,3,3
"Kaslik, Kesrouane, Mount Lebanon",20000                        ,Apartment,300,3,4
"Ghazir, Kesrouane, Mount Lebanon",6000                        ,Apartment,125,2,2
"Jounieh, Kesrouane, Mount Lebanon",7000                        ,Office,70,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",15000                        ,Warehouse,750,1,N/A
"Achrafieh, Beirut, Beirut",12000                        ,Apartment,250,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",30000                        ,Apartment,600,3,6
"Horsh Tabet, El Metn, Mount Lebanon",24000                        ,Office,230,4,N/A
"Jal el Dib, El Metn, Mount Lebanon",9600                        ,Office,120,1,N/A
"Furn El Chebbak, Baabda, Mount Lebanon",7200                        ,Office,70,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",10200                        ,Apartment,70,1,1
"Jounieh, Kesrouane, Mount Lebanon",11500                        ,Apartment,90,2,2
"Jounieh, Kesrouane, Mount Lebanon",9000                        ,Apartment,40,1,N/A
"Achrafieh, Beirut, Beirut",28000                        ,Apartment,306,3,4
"Klayaat, Kesrouane, Mount Lebanon",4800                        ,Chalet,160,3,3
"Achrafieh, Beirut, Beirut",15000                        ,Apartment,155,3,2
"Fakra, Kesrouane, Mount Lebanon",12000                        ,Chalet,200,3,3
"Zaarour, El Metn, Mount Lebanon",12000                        ,Chalet,70,1,1
"Berj Hammoud, El Metn, Mount Lebanon",36000                        ,Office,220,3,N/A
"Achrafieh, Beirut, Beirut",6000                        ,Office,100,1,N/A
"Jbeil, Jbeil, Mount Lebanon",24000                        ,Land,2000,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",15000                        ,Chalet,80,2,1
"Zalka, El Metn, Mount Lebanon",18000                        ,Apartment,185,3,3
"Tabarja, Kesrouane, Mount Lebanon",30000                        ,Chalet,120,2,1
"Tabarja, Kesrouane, Mount Lebanon",15000                        ,Chalet,42,1,N/A
"Jbeil, Jbeil, Mount Lebanon",8400                        ,Apartment,150,3,2
"Kfaryassine, Kesrouane, Mount Lebanon",14400                        ,Apartment,250,3,4
"Dbayeh, El Metn, Mount Lebanon",24000                        ,Apartment,180,3,3
"Batroun, Batroun, North",4800                        ,Apartment,46,1,1
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,185,3,2
"Ain Saadeh, El Metn, Mount Lebanon",12000                        ,Apartment,200,3,3
"Achrafieh, Beirut, Beirut",70000                        ,Office,550,4,N/A
"Achrafieh, Beirut, Beirut",21600                        ,Apartment,245,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",4200                        ,Apartment,130,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",7200                        ,Office,80,2,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",4800                        ,Apartment,100,1,2
"Koura, Koura, North",100000                        ,Land,4909,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",20000                        ,Apartment,300,4,5
"Achrafieh, Beirut, Beirut",36000                        ,Office,370,4,N/A
"Bsalim, El Metn, Mount Lebanon",70000                        ,Warehouse,1800,2,N/A
"New Mar Takla, Baabda, Mount Lebanon",18000                        ,Apartment,225,3,4
"Kfarzebian, Kesrouane, Mount Lebanon",9600                        ,Chalet,105,2,2
"Achrafieh, Beirut, Beirut",28000                        ,Apartment,300,2,3
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,206,3,3
"Laqlouq, Jbeil, Mount Lebanon",18000                        ,House/Villa,260,3,3
"Arayia, Baabda, Mount Lebanon",45000                        ,House/Villa,600,4,4
"Zalka, El Metn, Mount Lebanon",7800                        ,Apartment,180,3,2
"Achrafieh, Beirut, Beirut",36000                        ,Apartment,450,4,5
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,350,3,4
"Dbayeh, El Metn, Mount Lebanon",12000                        ,Apartment,77,1,1
"Edde, Jbeil, Mount Lebanon",12000                        ,House/Villa,300,3,4
"Mastita, Jbeil, Mount Lebanon",72000                        ,Commercial Building,1800,9,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",6000                        ,Warehouse,230,1,N/A
"Mansourieh, El Metn, Mount Lebanon",9600                        ,Apartment,185,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",144000                        ,Commercial Building,6550,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",9600                        ,Apartment,230,3,4
"Dbayeh, El Metn, Mount Lebanon",18000                        ,Apartment,175,3,3
"Achrafieh, Beirut, Beirut",12000                        ,Apartment,180,3,3
"Adma, Kesrouane, Mount Lebanon",18000                        ,Apartment,280,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",11400                        ,Shop,86,1,N/A
"Adma, Kesrouane, Mount Lebanon",20400                        ,Apartment,350,4,4
"Achrafieh, Beirut, Beirut",16800                        ,Apartment,275,3,3
"Horsh Tabet, El Metn, Mount Lebanon",24000                        ,Shop,325,2,N/A
"Horsh Tabet, El Metn, Mount Lebanon",7200                        ,Office,125,1,N/A
"Horsh Tabet, El Metn, Mount Lebanon",24000                        ,Shop,170,1,N/A
"Naccache, El Metn, Mount Lebanon",20000                        ,House/Villa,217,2,3
"Aoukar, El Metn, Mount Lebanon",8400                        ,Apartment,145,3,3
"Dbayeh, El Metn, Mount Lebanon",22000                        ,Apartment,100,1,2
"Antelias, El Metn, Mount Lebanon",6000                        ,Office,62,1,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Shop,120,1,N/A
"Aoukar, El Metn, Mount Lebanon",10200                        ,Apartment,110,2,2
"Achrafieh, Beirut, Beirut",40000                        ,Office,473,5,N/A
"Sin El Fil, El Metn, Mount Lebanon",675000                        ,Commercial Building,4500,N/A,N/A
"Qartaboun, Jbeil, Mount Lebanon",12000                        ,Apartment,193,2,3
"Horsh Tabet, El Metn, Mount Lebanon",9000                        ,Office,125,1,N/A
"Horsh Tabet, El Metn, Mount Lebanon",23000                        ,Office,220,1,N/A
"Jbeil, Jbeil, Mount Lebanon",4000                        ,Office,60,1,N/A
"Furn El Chebbak, Baabda, Mount Lebanon",30000                        ,Office,320,3,N/A
"Mkalles, El Metn, Mount Lebanon",30000                        ,Warehouse,265,1,N/A
"Mkalles, El Metn, Mount Lebanon",15000                        ,Warehouse,174,1,N/A
"Jisr El Bacha, El Metn, Mount Lebanon",18000                        ,Office,200,3,N/A
"Antelias, El Metn, Mount Lebanon",12000                        ,Apartment,180,3,2
"Badaro, Beirut, Beirut",18000                        ,Shop,35,1,N/A
"Mansourieh, El Metn, Mount Lebanon",70000                        ,Shop,900,4,N/A
"Achrafieh, Beirut, Beirut",7200                        ,Shop,70,1,N/A
"Elissar, El Metn, Mount Lebanon",140000                        ,Shop,530,2,N/A
"Mkalles, El Metn, Mount Lebanon",12000                        ,Warehouse,100,1,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,170,3,3
"Achrafieh, Beirut, Beirut",50000                        ,Office,300,N/A,N/A
"Achrafieh, Beirut, Beirut",80000                        ,Office,400,N/A,N/A
"Achrafieh, Beirut, Beirut",50000                        ,Office,700,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",36000                        ,Commercial Building,480,N/A,N/A
"Down Town, Beirut, Beirut",22000                        ,Office,150,1,N/A
"Achrafieh, Beirut, Beirut",14400                        ,Apartment,200,3,2
"Adlieh, Beirut, Beirut",12000                        ,Office,120,2,N/A
"Antelias, El Metn, Mount Lebanon",60000                        ,Shop,250,1,N/A
"Antelias, El Metn, Mount Lebanon",12000                        ,Office,100,1,N/A
"Mtayleb, El Metn, Mount Lebanon",20000                        ,Apartment,250,4,3
"Down Town, Beirut, Beirut",50000                        ,Office,250,N/A,N/A
"Monteverde, El Metn, Mount Lebanon",9600                        ,Office,40,1,N/A
"Zalka, El Metn, Mount Lebanon",9600                        ,Warehouse,280,1,N/A
"Adonis, Kesrouane, Mount Lebanon",6000                        ,Apartment,140,3,2
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,140,2,3
"Sin El Fil, El Metn, Mount Lebanon",9600                        ,Office,75,1,N/A
"Jbeil, Jbeil, Mount Lebanon",9000                        ,Office,78,1,N/A
"Achrafieh, Beirut, Beirut",30000                        ,Shop,331,2,N/A
"Achrafieh, Beirut, Beirut",27600                        ,Apartment,325,2,3
"Achrafieh, Beirut, Beirut",20000                        ,Apartment,144,2,3
"Bouchrieh, El Metn, Mount Lebanon",12000                        ,Office,75,1,N/A
"Yarzeh, Baabda, Mount Lebanon",30000                        ,Apartment,450,4,5
"Aamchit, Jbeil, Mount Lebanon",18000                        ,Warehouse,750,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon",70000                        ,Warehouse,1000,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon",140000                        ,Warehouse,2000,N/A,N/A
"Jal el Dib, El Metn, Mount Lebanon",11400                        ,Apartment,190,4,3
"Qornet El Hamra, El Metn, Mount Lebanon",6000                        ,Shop,35,1,N/A
"Achrafieh, Beirut, Beirut",20000                        ,Commercial Building,120,1,N/A
"Dbayeh, El Metn, Mount Lebanon",24600                        ,Office,123,1,N/A
"Ain Aar, El Metn, Mount Lebanon",13200                        ,Apartment,275,4,3
"Furn El Chebbak, Baabda, Mount Lebanon",15000                        ,Shop,80,1,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,210,4,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",12000                        ,Office,129,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",6000                        ,Office,47,1,N/A
"Naccache, El Metn, Mount Lebanon",12000                        ,Apartment,220,3,4
"Achrafieh, Beirut, Beirut",15000                        ,Shop,156,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",60000                        ,Warehouse,1700,2,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Warehouse,650,N/A,N/A
"Lehfed, Jbeil, Mount Lebanon",19200                        ,House/Villa,175,4,4
"Sin El Fil, El Metn, Mount Lebanon",75000                        ,Office,380,N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon",150000                        ,Office,760,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",3600                        ,Office,40,1,N/A
"Achrafieh, Beirut, Beirut",20000                        ,Office,240,2,N/A
"Bsalim, El Metn, Mount Lebanon",10800                        ,Apartment,165,2,2
"Zalka, El Metn, Mount Lebanon",10800                        ,Apartment,210,3,4
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,220,3,4
"Achrafieh, Beirut, Beirut",9000                        ,Office,100,2,N/A
"Achrafieh, Beirut, Beirut",160000                        ,House/Villa,170,1,N/A
"Aamchit, Jbeil, Mount Lebanon",7200                        ,Apartment,110,1,1
"Jounieh, Kesrouane, Mount Lebanon",48000                        ,Shop,200,1,N/A
"Badaro, Beirut, Beirut",9600                        ,Office,100,1,N/A
"Achrafieh, Beirut, Beirut",12000                        ,Apartment,120,2,2
"Shayle, Kesrouane, Mount Lebanon",24000                        ,Apartment,400,5,3
"Achrafieh, Beirut, Beirut",42000                        ,Shop,150,N/A,N/A
"Down Town, Beirut, Beirut",50000                        ,Office,400,2,N/A
"Down Town, Beirut, Beirut",31200                        ,Office,208,1,N/A
"Down Town, Beirut, Beirut",90000                        ,Office,600,2,N/A
"Down Town, Beirut, Beirut",150000                        ,Office,1000,3,N/A
"Jbeil, Jbeil, Mount Lebanon",9000                        ,Warehouse,400,1,N/A
"Down Town, Beirut, Beirut",29700                        ,Shop,67,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon",36000                        ,Apartment,600,6,6
"Badaro, Beirut, Beirut",24000                        ,Office,175,2,N/A
"Badaro, Beirut, Beirut",18000                        ,Office,160,2,N/A
"Dbayeh, El Metn, Mount Lebanon",150000                        ,Office,1000,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",140000                        ,Office,700,N/A,N/A
"Achrafieh, Beirut, Beirut",36000                        ,Shop,260,N/A,N/A
"Bikfaya, El Metn, Mount Lebanon",18000                        ,Land,1072,N/A,N/A
"Achrafieh, Beirut, Beirut",80000                        ,Office,390,2,N/A
"Achrafieh, Beirut, Beirut",195000                        ,Office,650,2,N/A
"Halat, Jbeil, Mount Lebanon",9000                        ,Shop,100,1,N/A
"Achrafieh, Beirut, Beirut",32000                        ,Apartment,350,4,4
"Baabda, Baabda, Mount Lebanon",44000                        ,House/Villa,280,3,4
"Haret Sakher, Kesrouane, Mount Lebanon",12000                        ,Office,200,2,N/A
"Aamchit, Jbeil, Mount Lebanon",5200                        ,Apartment,150,2,2
"kfarhbeib, Kesrouane, Mount Lebanon",9000                        ,Apartment,220,3,4
"Haret Sakher, Kesrouane, Mount Lebanon",3600                        ,Chalet,50,1,1
"Horsh Tabet, El Metn, Mount Lebanon",24000                        ,Office,70,N/A,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,218,3,3
"Jounieh, Kesrouane, Mount Lebanon",75000                        ,Office,350,2,N/A
"Down Town, Beirut, Beirut",15500                        ,Shop,34,1,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Office,200,3,N/A
"Hazmieh, Baabda, Mount Lebanon",9000                        ,Apartment,250,3,3
"Sarba, Kesrouane, Mount Lebanon",15000                        ,Apartment,400,4,5
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,100,1,2
"Aamchit, Jbeil, Mount Lebanon",6500                        ,Apartment,160,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",12000                        ,Shop,266,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",9600                        ,Shop,175,1,N/A
"Beit el Chaar, El Metn, Mount Lebanon",12000                        ,Apartment,250,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",9000                        ,Apartment,210,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",7200                        ,Office,58,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",18000                        ,Office,250,2,N/A
"Achrafieh, Beirut, Beirut",10000                        ,Office,130,1,N/A
"Achrafieh, Beirut, Beirut",9000                        ,Office,90,2,N/A
"Achrafieh, Beirut, Beirut",10000                        ,Office,120,1,N/A
"Achrafieh, Beirut, Beirut",15000                        ,Apartment,150,3,3
"Jdeideh, El Metn, Mount Lebanon",8400                        ,Office,55,1,N/A
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,500,4,4
"Zouk Mosbeh, Kesrouane, Mount Lebanon",18000                        ,Shop,200,2,N/A
"Jbeil, Jbeil, Mount Lebanon",4600                        ,Office,40,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",12000                        ,Warehouse,400,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",18000                        ,Apartment,330,3,3
"Achrafieh, Beirut, Beirut",12000                        ,Apartment,100,2,2
"Sahel Alma, Kesrouane, Mount Lebanon",14400                        ,Apartment,260,3,4
"Jbeil, Jbeil, Mount Lebanon",6000                        ,Office,85,2,N/A
"Horsh Tabet, El Metn, Mount Lebanon",48000                        ,Apartment,420,3,6
"Achrafieh, Beirut, Beirut",7200                        ,Apartment,35,1,1
"Aamchit, Jbeil, Mount Lebanon",7200                        ,Chalet,100,2,1
"Ain Saadeh, El Metn, Mount Lebanon",11400                        ,Apartment,180,3,3
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,240,3,3
"Antelias, El Metn, Mount Lebanon",120000                        ,Shop,940,2,N/A
"Hboub, Jbeil, Mount Lebanon",7200                        ,Apartment,180,3,3
"Nahr El Mot, El Metn, Mount Lebanon",9600                        ,Office,75,1,N/A
"Nahr El Mot, El Metn, Mount Lebanon",60000                        ,Warehouse,1200,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",14400                        ,Shop,160,2,N/A
"Sarba, Kesrouane, Mount Lebanon",24000                        ,Office,300,3,N/A
"Mastita, Jbeil, Mount Lebanon",30000                        ,House/Villa,1000,5,6
"Hazmieh, Baabda, Mount Lebanon",117000                        ,Office,650,N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon",36000                        ,Office,375,3,N/A
"Hazmieh, Baabda, Mount Lebanon",78000                        ,Office,450,4,N/A
"Jounieh, Kesrouane, Mount Lebanon",7500                        ,Office,75,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",6000                        ,Office,40,1,N/A
"Antelias, El Metn, Mount Lebanon",5400                        ,Office,110,3,1
"Antelias, El Metn, Mount Lebanon",4800                        ,Office,100,3,1
"Jbeil, Jbeil, Mount Lebanon",9000                        ,Office,120,2,N/A
"Jbeil, Jbeil, Mount Lebanon",75000                        ,Shop,1400,N/A,N/A
"Zalka, El Metn, Mount Lebanon",9000                        ,Office,83,1,N/A
"Zalka, El Metn, Mount Lebanon",4800                        ,Office,40,1,N/A
"Zalka, El Metn, Mount Lebanon",8400                        ,Office,135,1,N/A
"Berj Hammoud, El Metn, Mount Lebanon",75000                        ,Office,447,N/A,N/A
"Bsalim, El Metn, Mount Lebanon",50000                        ,Warehouse,862,5,N/A
"Zalka, El Metn, Mount Lebanon",60000                        ,Shop,588,2,N/A
"Dbayeh, El Metn, Mount Lebanon",90000                        ,Land,980,N/A,N/A
"Zalka, El Metn, Mount Lebanon",19000                        ,Land,942,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon",36000                        ,Shop,200,1,N/A
"Kaslik, Kesrouane, Mount Lebanon",15000                        ,Shop,50,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",14400                        ,Apartment,230,3,4
"Bsalim, El Metn, Mount Lebanon",70000                        ,House/Villa,900,4,6
"Dora, El Metn, Mount Lebanon",60000                        ,Office,800,N/A,N/A
"Mezher, El Metn, Mount Lebanon",12000                        ,Apartment,220,3,3
"Zalka, El Metn, Mount Lebanon",12000                        ,Apartment,170,3,3
"Aoukar, El Metn, Mount Lebanon",18000                        ,Apartment,175,3,3
"Naccache, El Metn, Mount Lebanon",18000                        ,Apartment,170,3,3
"Antelias, El Metn, Mount Lebanon",17400                        ,Apartment,230,3,3
"Jdeideh, El Metn, Mount Lebanon",7200                        ,Office,171,2,N/A
"Jbeil, Jbeil, Mount Lebanon",6000                        ,Apartment,135,2,2
"Tabarja, Kesrouane, Mount Lebanon",7000                        ,Chalet,45,1,1
"Antelias, El Metn, Mount Lebanon",30000                        ,Office,155,1,N/A
"Rabweh, El Metn, Mount Lebanon",9600                        ,Apartment,170,3,3
"Hazmieh, Baabda, Mount Lebanon",70000                        ,Office,500,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",9000                        ,Apartment,230,3,4
"Bouchrieh, El Metn, Mount Lebanon",12000                        ,Office,120,1,N/A
"Dekweneh, El Metn, Mount Lebanon",7500                        ,Office,75,1,N/A
"Zalka, El Metn, Mount Lebanon",12000                        ,Apartment,153,3,3
"Bouchrieh, El Metn, Mount Lebanon",11400                        ,Office,75,1,N/A
"Sarba, Kesrouane, Mount Lebanon",42000                        ,Shop,425,1,N/A
"Dbayeh, El Metn, Mount Lebanon",65000                        ,Office,425,6,N/A
"Dbayeh, El Metn, Mount Lebanon",60000                        ,Warehouse,645,4,N/A
"Rabieh, El Metn, Mount Lebanon",22000                        ,Apartment,330,3,5
"Baabdat, El Metn, Mount Lebanon",60000                        ,House/Villa,600,4,6
"Jal el Dib, El Metn, Mount Lebanon",20100                        ,Office,134,1,N/A
"Jal el Dib, El Metn, Mount Lebanon",16500                        ,Office,110,1,N/A
"Jal el Dib, El Metn, Mount Lebanon",13800                        ,Office,92,1,N/A
"Mtayleb, El Metn, Mount Lebanon",22000                        ,Apartment,230,3,3
"Sin El Fil, El Metn, Mount Lebanon",60000                        ,Office,350,2,N/A
"Dbayeh, El Metn, Mount Lebanon",100000                        ,House/Villa,625,6,4
"Bsalim, El Metn, Mount Lebanon",36000                        ,Apartment,240,3,3
"Broumana, El Metn, Mount Lebanon",35000                        ,Apartment,450,4,6
"Hazmieh, Baabda, Mount Lebanon",300000                        ,Residential Building,2250,N/A,N/A
"Jal el Dib, El Metn, Mount Lebanon",63000                        ,Office,360,1,N/A
"Naccache, El Metn, Mount Lebanon",120000                        ,Land,2127,N/A,N/A
