Title,Price,Bedroom,Bathroom,Area sqm,DistrictID,Furnished,ProvinceID,Community_id
Luxurious | Open Sea/Mountain View | For Sale,5500000,4,6,600,28,yes,2,1224
High End | 245 Sqm | Apartment For Sale in Downtown,1100000,3,5,245,28,no,2,535
Partial Sea View | in The Heart Of Downtown | 270 SQm,1780000,3,4,270,28,yes,2,535
Stunning finishing | Prime Area | Epic Pool | Gym,1650000,3,3,230,28,yes,2,535
24/7 | High End | Pool & Gym,1500000,2,2,145,28,yes,2,535
Charming & Spacious | 4 Balconies | Sea View,4000000,4,3,320,28,no,2,535
Huge Terrace | High End | Amazing View | Prime Area,650000,3,3,225,15,no,6,292
Unfurnished Stunning | Modern Interior Style | Open View,1100000,3,3,245,28,no,2,969
Modern | Brand New | Pool & Gym | Breathtaking View,850000,3,3,230,28,yes,2,969
Apartment For Sale In Jnah,1200000,4,6,525,28,no,2,141
Elegant Building | Front Sea View | 4 Balconies | Prime Location,1000000,4,5,310,28,no,2,969
Open View | Beautiful Building | Nice Balcony,440000,2,3,144,28,no,2,969
New Bldg. | Fully Furnished | Classy Area,500000,2,3,164,28,yes,2,969
New & Final Price | Prime Location | Amazing View,630000,3,4,236,28,no,2,969
Luxurious Apartment for sale in Fanar,450000,4,4,336,24,yes,6,66
Under Construction building for Sale in Fanar,265000,3,3,195,24,no,6,66
Open Panoramic Seaview | High Floor | Pool&Gym,2190000,4,5,427,28,no,2,105
88 Sqm | 24/7 Electricity | 2 Bedrooms,259000,2,1,88,28,yes,2,969
Open Mountain View | Private Pool | Terrace,1480000,3,3,400,28,yes,2,969
220 Sqm | 3 Bedrooms | Apartment For Sale,560000,3,4,220,28,no,2,969
Duplex for sale in New Mar Takla,1200000,6,6,636,15,no,6,38
Duplex For Sale in Tilal Halat,335000,3,3,220,30,yes,6,258
Cozy apartment in Zalka for sale in Zalka,120000,2,2,118,24,no,6,1086
Duplex for sale in Ashrafiye,500000,3,4,200,28,no,2,969
Duplex  for sale in EDDEH jbeil,170000,4,4,260,30,yes,6,1094
Apartment for sale in Aamchit,150000,3,2,230,30,no,6,295
Apartment for sale in Blat,96000,2,2,120,30,no,6,1239
Apartment for sale in Blat,113000,2,2,142,30,no,6,1239
Apartment for sale in Mansourieh,195000,3,3,190,24,no,6,140
Villa for sale in Azra,440000,4,4,470,32,no,6,361
Apartment for sale in Zalka,155000,3,2,157,24,no,6,1086
Apartment for sale in Zouk mosbeh adonis,105000,3,2,150,32,no,6,726
Chalet for sale in Tabarja,125000,1,1,60,32,yes,6,362
Apartment for sale in Blat,129000,2,4,125,30,yes,6,1239
Duplex for sale in Tabarja,190000,2,2,195,32,no,6,362
Apartment for sale in Adma,380000,3,2,185,32,no,6,72
Duplex for sale in Kfarhbeb,330000,3,3,225,32,no,6,617
Apartment For Sale In BLAT,138000,2,3,125,30,no,6,1239
Shared Pool&Gym | 450 Sqm | In Downtown,2850000,4,6,450,28,yes,2,535
Open Panoramic Sea View | High Floor | For Sale In Achrafieh,2190000,4,5,440,28,no,2,969
High Floor | 3 Master Bedrooms | Shared Pool&Gym,825000,3,5,265,28,yes,2,969
Golden Area | 260 Sqm | 3 Bedrooms,750000,3,4,260,28,no,2,969
Sea View | 135 Sqm | Shared Pool and Gym,590000,2,2,135,28,yes,2,105
790 Sqm | Pool&Gym | Open Seaview,6300000,4,6,790,28,no,2,969
Apartment with View for Sale in Fanar,180000,2,2,130,24,no,6,66
Luxurious Triplex | 2 Huge Terraces | Open View,1200000,3,5,370,28,yes,2,969
Land For Sale In Roumieh,250000,,,740,24,no,6,1047
Spacious Terrace | Seaview Duplex | 3 Bedrooms,1590000,3,4,340,28,no,2,969
24/7 Electricity | Beautiful Apartment | For Sale,499000,3,4,200,28,yes,2,969
Golden Area | Shared Sauna | Shared Pool&Gym,2800000,3,4,400,28,partly,2,969
450 Sqm | Shared Garden and Gym | 5 Bedrooms,1490000,5,6,450,28,no,2,969
Amazing Duplex Rooftop | Terrace | Pool | View,550000,3,3,210,15,yes,6,1163
Apartment for Sale in - Baabda,145000,2,2,120,15,no,6,545
Apartment with open view in Prime Biaqout for sale,310000,3,4,220,24,no,6,139
Open Sea View | Spacious Terrace | 435 Sqm,3500000,2,4,435,28,yes,2,535
Apartment For sale in Naccache,220000,3,4,145,24,no,6,1265
Apartment for sale in Hazmieh|Duplex,1250000,4,5,570,15,no,6,74
Land for sale in Kfardebian,1650000,,,6230,32,no,6,652
Apartment for sale in Naccache,165000,3,2,110,24,no,6,1265
Luxurious Spacious Duplex | Open View | Pool & Gym,1200000,4,5,320,28,yes,2,969
4Bedroom Apartment for Sale in Bellevue Beit El Chaar,230000,4,3,190,24,no,6,175
Duplex for Sale in Jamhour,360000,3,4,180,15,no,6,1163
Spacious & Bright | 3 Balc. | Great Area | 24/7,300000,2,2,150,28,yes,2,969
Apartment for sale in Ain Saade-Luxurious,380000,3,5,245,24,yes,6,1337
Apartment for sale in Hazmieh|Prime Location,600000,4,5,300,15,no,6,74
Apartment for sale in naqqache,210000,3,4,140,24,no,6,1265
Apartment for Sale in Yarzeh,930000,3,4,270,15,no,6,292
Land for sale in zouk al kharab,450000,,,1645,24,no,6,322
Duplex for Sale in Jamhour,500000,4,5,320,15,yes,6,1163
Duplex for Sale in Jamhour,600000,4,5,310,15,no,6,1163
Modern apartment for sale in Ain Saadeh,420000,3,4,190,24,yes,6,1337
Hot Deal! Apartment for Sale in BELLEVUE Beit El Chaar,168000,3,3,150,24,no,6,175
Apartment For Sale in Jeddayel,220000,3,3,245,30,no,6,222
Apartment For Sale in Sarba,175000,2,3,145,32,partly,6,181
Furnished Apartment For Sale In Jnah,650000,3,4,265,28,yes,2,141
Luxury Lifestyle | Prime Area | Spa | Pool & Gym,1200000,3,4,185,28,yes,2,535
Modern Interior | Sunny | Calm Area | Open View,325000,3,3,180,15,no,6,74
Apartment for sale in dik el Mehdi,165000,4,5,324,24,no,6,212
Apartment For Sale in Tilal Fanar,215000,2,3,155,24,no,6,66
Apartment for sale in Rabieh,800000,5,4,530,24,no,6,723
Apartment for sale in Mansourieh,350000,3,4,285,24,no,6,140
Apartment For Sale in Daraaoun with Payment Facilities,250000,3,4,165,32,no,6,1160
Apartment for sale in Kornet Chehwan,325000,3,5,220,24,no,6,684
Duplex For Sale in Prime Location/Open View + Excellent Conditions,1800000,4,5,500,28,no,2,969
apartment for sale in Baabda + 150 sqm roof LJ28,460000,3,3,250,15,no,6,545
Apartment for sale in Achrafieh  AA181,130000,2,1,110,28,no,2,969
Modern 150 SQM Apartment for Sale in Zandouqah,150000,3,3,150,24,no,6,470
apartment for sale in Achrafieh  AA179,600000,3,2,240,28,no,2,969
Amazing Opportunity | Downtown,1800000,1,2,150,28,yes,2,535
Luxurious Duplex | Terrace | Pool & Gym | Open View,3500000,4,5,550,28,no,2,535
luxurious apartment + terrace for sale in Mtayleb AAJ17,700000,4,5,250,24,no,6,760
Elegant 2-Bedroom Apartment with Scenic Balcony & Gym in Downtown,1200000,2,4,205,28,no,2,535
Sheileh 142m2 | Excellent condition | Private street | Upgraded | Catch |,105000,3,2,142,32,no,6,1270
"Apartment for Sale in Achrafieh, Sioufi",350000,2,2,85,28,partly,2,969
Apartment for Sale in Ashrafieh,240000,2,2,150,28,no,2,969
Apartment with open view in Jal el dib for sale,190000,2,2,130,24,no,6,939
Unfurnished Modern Flat | Amazing View | 24/7 Security,500000,3,4,200,15,no,6,545
Duplex for sale in Beit mery AAJ15,500000,5,3,469,24,no,6,1011
Spacious 220 sqm Duplex for Sale in Douar,180000,4,4,220,24,no,6,648
Two Bedrooms Apartment For Sale In EinTineh,330000,2,3,120,28,yes,2,241
1st Block(B) Flat (B),105000,3,2,129,18,no,3,195
Block(A) Flat(A)  Addition Ground Floor with Garden 107M^2,110000,3,3,119,18,no,3,195
Beautiful Fully Furnished Apartment For Sale In Mar Elias,300000,3,2,200,28,yes,2,504
Apartment for sale in Achrafieh,690000,3,3,300,28,no,2,969
Spacious | High Floor | Open Seaview Apt For Sale,2200000,4,6,450,28,no,2,969
High-End Apartment with View for Sale in Bsalim,260000,3,4,150,24,no,6,393
Apartment For Sale in Aamchit Jbeil,69000,3,2,150,30,no,6,295
Apartment for sale in Naqqache,490000,4,4,260,24,no,6,1265
Apartment for sale in Achrafieh,750000,3,3,236,28,no,2,969
Sunny Loft | Smartly Designed | 24/7 Elec + Security,1100000,3,3,270,28,yes,2,969
"Apartment For Sale in Beit Meri, 200 sqm",275000,3,3,200,24,no,6,1011
Apartment for Sale in Beit el Chaar/Belle Vue,160000,3,3,153,24,no,6,175
Apartment for Sale in Ain Tineh,650000,3,4,250,28,yes,2,241
Apartment for sale in Fanar - Luxurious,500000,3,5,260,24,no,6,66
Duplex for sale in Bqennaya,400000,4,5,260,24,yes,6,1338
Duplex for sale in Yarzeh,515000,3,5,248,15,no,6,292
Duplex for sale in Hbous,220000,3,3,210,24,no,6,612
Apartment For Sale in Adma with payment facilities,205000,3,3,165,32,partly,6,72
Apartment for sale in Dekwaneh,105000,2,2,115,24,no,6,285
Apartment for sale in Ain Aar/ Garden/ Under construction,440000,3,4,245,24,no,6,1084
Apartment for sale in Elyssar/ Terrace/ View,450000,3,3,280,24,no,6,542
Apartment for sale in Bsalim/ Garden/ View/ under construction,600000,3,3,317,24,no,6,393
"Under Construction Project in Barbara, Jbeil",410000,3,3,208,30,no,6,367
Land for Sale in Kornet Chehwan!,550000,,,1300,24,no,6,684
Apartment for sale in Baabdat/ New/ Terrace/ View,300000,3,4,207,24,no,6,793
Apartment for sale in Dekweneh,180000,3,2,210,24,partly,6,285
Fully renovated apartment in zalka for sale,190000,3,2,175,24,no,6,1086
Apartment for sale in Achrafieh,350000,3,2,156,28,yes,2,969
Villa in Kfour for Sale,1700000,8,8,1512,32,partly,6,1052
Apartment for sale in Baabda,420000,3,5,200,15,no,6,545
Apartment For Sale in Hboub Jbeil,110000,2,2,135,30,no,6,1058
Brand New flat for sale in Fanar!!,260000,3,3,145,24,no,6,66
Apartment For Sale In Ain al-Mraiseh,390000,2,2,107,28,no,2,205
Duplex for sale in Ain Saade,530000,4,5,350,24,no,6,1337
Apartment For sale in Brazilia |Roof top,1500000,3,5,550,15,no,6,545
Duplex For Sale in Blat Jbeil,310000,3,5,332,30,no,6,1239
Apartment for sale in Achrafieh,320000,1,2,110,28,yes,2,969
Apartment For Sale in Halat Jbeil,120000,3,2,155,30,no,6,258
Apartment for sale in Zalka,200000,3,2,145,24,yes,6,1086
Apartment for sale in Achrafieh,600000,3,3,235,28,no,2,969
Apartment for sale in Antelias,165000,2,2,110,24,no,6,829
Apartment for sale in Antelias,150000,3,2,180,24,yes,6,829
Apartment 250m² for sale in Biyada with Open View,500000,3,3,250,24,no,6,796
Apartment for Sale – Under Construction in Ain Aar,312000,3,4,195,24,no,6,1084
Apartment For Sale in Sahel Alma,155000,3,3,150,32,partly,6,472
Apartment for Sale Achrafieh,990000,3,3,240,28,no,2,969
Duplex for sale in Baabda,1155000,4,6,550,15,no,6,545
"Brand new apartment for sale in Bsefrine, 123 sqm",148000,2,2,123,24,no,6,1341
Apartment for sale in Baabda,570000,4,5,330,15,no,6,545
Duplex For Sale /Prime Location + Excellent Conditions,1300000,4,6,500,28,yes,2,795
Apartment for sale in Yarzeh|View,900000,3,5,297,15,partly,6,292
"Apartment with huge garden For Sale in Baabdat – 35% Down, Installments",420000,3,4,280,24,no,6,793
"185 sqm Apartment in Baabdat – 35% DP, Installments",300000,3,4,185,24,no,6,793
Luxury Apartment for Sale with Panoramic view,620000,3,4,325,24,no,6,796
Apartment for Sale – Under Construction in Ain Aar,700000,4,5,400,24,no,6,1084
Apartment for Sale – Under Construction in Ain Aar,1000000,4,5,400,24,no,6,1084
Apartment for sale in Kornet Chehwen,160000,1,2,110,24,no,6,684
Apartment for sale in Elissar,300000,3,3,400,24,no,6,542
Brand new apartment with terrace for sale in Baabdat,300000,3,4,230,24,no,6,793
Apartment for sale in Boutchay Baabda,160000,3,3,140,15,no,6,73
Apartment for sale in Mtayleb with Magical sea view,875000,4,4,320,24,yes,6,760
Apartment for Sale in Mtayleb - Prime location/Highest Specs -,700000,3,4,400,24,no,6,760
Apartment For Sale in Ain Tineh,750000,3,4,300,28,no,2,241
Apartment with Terrace & View for Sale in Roumieh,270000,3,4,220,24,no,6,1047
Apartment For Sale In Dohat El Hoss - 210 sqm,250000,3,3,210,13,no,6,843
Block(C) Flat (B) Second-floor unit with a private rooftop terrace.,160000,3,2,140,18,no,3,631
Triplex for sale in Achrafieh,1300000,3,5,530,28,no,2,969
Furnished duplex for sale in Ouyoun,450000,4,4,350,24,yes,6,1122
Brand new duplex for sale in Bolognia,150000,2,2,142,24,no,6,797
Chalet for sale in ouyoun El simane/ Amazing View/ Furnished,195000,2,2,125,32,yes,6,1125
Apartment for sale in Achrafieh,450000,2,2,120,28,yes,2,969
Apartment for sale in Achrafieh,320000,1,1,80,28,yes,2,969
Duplex for sale in Hemlaya,185000,3,3,164,24,no,6,34
Duplex for Sale in Mansourieh,360000,3,3,360,24,no,6,140
Apartment for sale in Broumana/ Decorated/ Furnished/ View,450000,4,4,343,24,partly,6,1301
Apartment for sale in Naccache/ Duplex/ Terrace/ View/ Decorated,475000,4,4,343,24,no,6,1265
Apartment for sale in Rabweh,157000,2,2,153,24,no,6,905
Chalet 33m² Mountain View For SALE In Samaya Kaslik #YM,119999,1,1,33,32,yes,6,1017
Apartment for sale in Achrafieh,250000,2,2,160,28,no,2,969
Apartment for sale in Rabweh,110000,2,2,125,24,no,6,905
Apartment For Sale In Unesco,800000,3,5,270,28,no,2,1113
Lifetime Opportunity to own a piece of paradise in Rawchi/ Furnished Apartment For Sale+,1800000,4,6,450,28,yes,2,1077
Apartment for sale in Achrafieh,1300000,3,4,380,28,no,2,969
Apartment for sale in Rabweh/ HOT DEAL/ View/ Duplex,400000,3,4,390,24,no,6,905
Brand New Apartment for Sale in Ballouneh.,220000,4,4,190,32,no,6,507
Apartment for sale in Hazmieh,575000,3,4,270,15,yes,6,74
Apartment for sale in Rabweh,105000,2,2,117,24,no,6,905
High-End Apartment for Sale in Mansourieh,295000,2,3,160,24,no,6,140
Apartment with Terrace & Sea View fore Sale in Tabarja,100000,3,3,155,32,no,6,362
Luxurious Villa with Terrace for Sale in Beit Merry,850000,5,8,649,24,no,6,1011
Villa for sale in Ain Najm,900000,5,5,700,24,yes,6,1232
Apartment for sale in Achrafieh,1000000,3,3,200,28,no,2,969
Apartment for sale in Ain Najm,300000,4,4,350,24,no,6,1232
Brand New Apartment for Sale in Ballouneh.,290000,4,4,300,32,no,6,507
Prime Location Apartment  with View for Sale in Bsalim,220000,3,3,150,24,no,6,393
Duplex for sale in Achrafieh,1500000,3,3,400,28,no,2,969
Apartment 250m² 3 Beds For SALE In Achrafieh #JF,309999,3,4,250,28,no,2,969
Traditional Lebanese townhouse for Sale!!,330000,2,2,450,22,no,6,184
Chalet 200m² Garden For SALE In Faqra #YM,379999,3,6,200,32,yes,6,1089
Apartment for sale in Hazmieh|Furnished|View,575000,3,4,270,15,yes,6,74
Apartment for Sale In Boutchay | Terrace + Garden,320000,3,4,425,15,no,6,73
Apartment for sale in Boutchay,150000,2,2,125,15,no,6,73
Seaview Duplex | 240 Sqm | For Sale in Achrafieh,530000,3,4,240,28,no,2,969
Apartment with View for Sale in Qennabet Baabdat,170000,3,2,150,24,yes,6,2094
Apartment for sale in Achrafieh,150000,2,1,90,28,yes,2,969
Apartment For Sale In Ramlet Al - Baydah,1200000,4,5,350,28,no,2,831
4 BR + a huge garden for sale in Baabdat,500000,4,5,370,24,no,6,793
"4 BR apartment for sale in Baabdat, 220 sqm",350000,4,5,220,24,no,6,793
Charming 2-Bedroom Duplex in Faqra Club,220000,2,2,90,32,yes,6,1089
Private Garden | Huge Terrace | Open View | Calm Area,270000,3,3,170,15,yes,6,510
Unfurnished Modern Flat | Amazing View | 2 PKG,360000,4,5,235,15,no,6,545
Sea View | Brand new duplex for sale in Jouret Ballout,220000,3,4,208,24,no,6,1304
Land fo Sale in Qortadah,180000,,,650,24,no,6,651
"Apartment for sale in Beit Meri, 210 sqm",225000,3,3,210,24,yes,6,1011
Apartment 130m² Terrace For SALE In Mansourieh #PH,149999,2,3,130,24,no,6,140
Apartment for sale in Yarzeh|Furnished,1100000,4,6,400,15,yes,6,292
Apartment for sale in Beit Meri | Panoramic View,350000,3,4,220,24,no,6,1011
Four Bedrooms Apartment For Sale/ New Building + Open View,1300000,4,6,370,28,yes,2,105
Apartment for sale in Hbous/ Amazing View/ Duplex,470000,3,4,394,24,no,6,612
Chalet for sale in Ouyoun El simane/ Amazing view/ Decorated/ Furnished,350000,3,2,100,32,yes,6,1125
Chalet for sale in Faraya/ Furnished,210000,2,2,125,32,yes,6,688
Apartment for sale in Baabdat/ Amazing View,190000,2,3,160,24,no,6,793
Apartment for sale in Mar Chaaya/ New/ Amazing View/ Decorated,500000,3,4,308,24,no,6,1302
Apartment for sale in Bhersaf/ New/ View/ Duplex,300000,3,3,270,24,no,6,250
Apartment for sale in Hbous/ View/ New,325000,3,3,202,24,no,6,612
Apartment for sale in Hbous/ New / Garden,370000,3,3,234,24,no,6,612
Furnished apartment for sale in Dbayeh.,250000,3,4,180,24,yes,6,1230
Apartment for sale in Hbous,135000,2,2,105,24,no,6,612
Brand new apartment for sale in Ain Aar,320000,3,5,210,24,no,6,1084
Apartment for sale in Boutchay | Terrace,200000,3,3,300,15,no,6,73
One of a kind apartment for sale in Mtayleb!,300000,3,3,220,24,no,6,760
Apartment for sale Hazmieh|Mar Takla,650000,3,4,250,15,no,6,74
Apartment for sale in Salim slam,320000,3,4,220,28,no,2,1303
Luxurious Apartment for sale in Hazmieh,730000,4,3,350,15,no,6,74
Under Construction Apartment For Sale In Haret El Sett,450000,4,4,225,15,no,6,145
Under Construction Apartments For Sale in Haret El Sett,246000,2,2,123,15,no,6,145
Apartment For Sale in Boutchay With 175sqm Roof Terrace,250000,3,4,234,15,no,6,73
Apartment 120m² Mountain View For SALE In Ajaltoun #YM,114999,2,2,120,32,yes,6,543
Apartment for sale in Boutchay,220000,3,4,175,15,no,6,73
Land for Sale in Mansourieh,1500000,,,2985,24,no,6,140
Core & Shell Apartment in the heart of Rabieh,1350000,4,6,720,24,no,6,723
Land for sale end of fanar beginning of ain saadeh,750000,,,2300,24,no,6,1337
Duplex for sale in rabieh,2600000,8,8,1150,24,no,6,723
Luxurious Apartment for Sale in Rabieh,930000,3,5,325,24,partly,6,723
Apartment for sale in Hazmieh|Terrace 1st floor,850000,3,5,300,15,partly,6,74
Land for sale in Naccache/ Hot deal/ Sea View,750000,,,750,24,no,6,1265
Exclusive Residential Project in Rabieh,1600000,4,6,535,24,no,6,723
Villas For Sale in Chahtoul,825000,5,6,818,32,yes,6,834
High end apartment for sale in Rabieh,1100000,3,5,360,24,partly,6,723
Renovated Apartment for sale in Bqennaya / Jal El Dib l NO COMMISSION CHARGES!!,250000,4,4,225,24,no,6,939
Apartment with Garden For Sale  - Payment Facility,185000,3,3,175,24,no,6,1122
Apartment for sale in Baabda,517000,3,5,235,15,no,6,545
Luxurious Apartment For Sale In Ramlet Al - Baydah,1600000,3,5,400,28,yes,2,831
Luxury Duplex with Sea Views in Rabieh,1200000,8,6,630,24,no,6,723
Beautiful Apartment for sale in Ras El Nabeh,240000,3,3,160,28,no,2,1231
Land For sale in Yarzeh|2940m2|30|90|view,4700000,,,2940,15,no,6,292
Land for sale in Ain Saadeh|Prime location,1780000,,,1618,24,no,6,1337
Apartment for sale in Yarzeh|Roof top,1100000,4,5,530,15,no,6,292
Apartment for sale in Yarzeh,1000000,4,6,555,15,no,6,292
Apartment for sale in Saint Nicholas/ Decorated/ Furnished,1150000,3,4,250,28,yes,2,753
Apartment for sale in Dekwaneh/ Tower 44,339000,2,3,130,24,no,6,285
Apartment for sale in Yarzeh|Prime location,740000,3,4,270,15,no,6,292
Apartment for sale in Yarzeh|Garden,1800000,4,5,683,15,no,6,292
Apartment For Sale in Jounieh,97500,2,2,120,32,partly,6,1124
Apartment for sale in Achrafieh/ Duplex/ Amazing View/ Terrace,575000,2,3,151,28,no,2,969
Apartment for sale in Achrafieh/ Duplex/ Amazing View/ Terrace,675000,2,5,192,28,no,2,969
Apartment for sale in Achrafiyeh/ Amazing View/ Terrace,615000,2,4,177,28,no,2,969
Apartment for sale in Achrafieh,330000,2,3,110,28,no,2,969
Apartment for sale in Achrafieh,315000,2,3,105,28,no,2,969
Apartment for sale in Achrafieh/ Amazing View,530000,3,3,188,28,no,2,969
Apartment for sale in Achrafieh,390000,2,4,130,28,no,2,969
Apartment for sale in Sioufi,520000,3,3,255,28,no,2,423
Apartment for sale in Sioufi/ Furnished,400000,3,3,170,28,yes,2,423
Apartment for Sale in Ghadir,95000,2,1,96,32,yes,6,908
Catchy apartment for sale in Aramoun!,125000,4,4,250,13,no,6,1206
Apartment for sale in Naqqache,220000,3,3,216,24,no,6,1265
Apartment for sale in Naqqache,320000,3,3,216,24,no,6,1265
Duplex for sale in Hazmieh|Terrace|panoramic view,650000,4,5,460,15,no,6,74
"Credit Facilities option, Apartment for sale in Atchane",170000,3,4,130,24,no,6,215
Apartment for Sale In Mansourieh,155000,3,2,160,24,no,6,140
Modern Furnished Apartment For Sale in Bsefrine,150000,2,2,115,24,yes,6,1341
Apartment For Sale In Unesco,950000,3,5,350,28,no,2,1113
Apartment for sale in Burj Abi Haydar,230000,3,3,175,28,no,2,722
Apartment for sale in Louaizeh | Terrace | Pool,500000,3,4,210,15,no,6,1200
Duplex For Sale in Baabda | Roof Terrace | Panoramic View,850000,3,6,590,15,no,6,545
Apartment for sale in Yarzeh|Rooftop,750000,3,3,304,15,no,6,292
Apartment for sale in Naqqache,185000,2,2,135,24,no,6,1265
Duplex for Sale in Naqqache,400000,3,3,350,24,no,6,1265
Apartment for sale in Naqqache,140000,2,1,130,24,no,6,1265
Apartment for Sale in Fanar.,170000,3,3,150,24,no,6,66
Apartment for sale in Hazmieh|View,400000,3,4,240,15,no,6,74
Apartment for sale in Hazmieh,300000,3,3,170,15,yes,6,74
Apartment for sale in Yarzeh|Garden|Terrace,1500000,3,5,695,15,partly,6,292
Duplex For Sale in Baabda | Roof Terrace with View,515000,3,5,262,15,no,6,545
Apartment for sale in Baabda,300000,3,4,164,15,no,6,545
Apartment for sale in Baabda | Terrace,335000,3,4,230,15,no,6,545
Duplex for sale in Naqqache,235000,3,3,187,24,no,6,1265
Beautiful Villa for sale in Chemlan!,900000,4,5,900,13,no,6,1205
Apartment for sale in Boutchay | Installment plan,200000,3,3,145,15,no,6,73
Apartment for sale in Ain Aar,425000,3,4,280,24,no,6,1084
Modern Apartment with Garden for Sale in Monteverde,525000,3,3,287,24,yes,6,324
Apartment for sale in Yarzeh|Garden,650000,3,3,287,15,partly,6,292
Apartment for sale in Yarzeh|Garden,1100000,5,5,394,15,partly,6,292
Apartment for sale in Baabda Hadath,200000,3,3,206,15,no,6,510
Duplex for sale in Louaizeh,750000,4,5,427,15,yes,6,1200
Duplex For Sale in Biyada,750000,4,4,385,24,no,6,796
Apartment for sale in Biyada,1000000,4,5,520,24,no,6,796
Apartment for sale in Qennabet Baabdat,180000,3,3,162,24,no,6,2094
Prime Location | Sea and Mountain View | High ROI,390000,2,3,144,28,no,2,969
Apartment for sale in Hazmieh|Furnished,580000,4,4,340,15,yes,6,74
Apartment for sale in  Hamra,250000,2,2,115,28,no,2,759
Luxurious apartment duplex for sale in yarzeh|Rooftop,1750000,4,7,769,15,yes,6,292
Prime Location | Spacious | Golden Triangle,1000000,4,5,380,28,no,2,969
Attractive Price | Golden Area | Brand New Apartment,1000000,4,5,380,28,no,2,969
Luxury Apartment with Signature Style and Class,1500000,4,6,450,28,yes,2,1231
Furnished apartment in Biaqout for sale,465000,3,4,200,24,yes,6,139
Attractive Price | Prime Location | Spacious,250000,2,2,100,28,no,2,969
Spacious & Elegant | Modern Interior | Open View,950000,4,4,370,15,yes,6,545
Aparment for sale in Yarzeh |Panoramic view,1800000,4,7,550,15,no,6,292
Furnished apartment for sale in Ouyoun,125000,2,2,130,24,yes,6,1122
Apartment For Rent in Ashrafieh Soufi,255000,3,3,170,28,partly,2,969
Multi-Level Residence with Gardens and Sea Views in Rabieh,2150000,,,977,24,no,6,723
Modern Duplex For Sale in Ras el Nabeh,430000,3,4,230,28,no,2,1231
Land for sale in Yarzeh| Sea view| 30|90 zone,2850000,,,3434,15,no,6,292
Apartment 150m² 3 Beds For SALE In Bauchrieh #PH,154999,3,2,150,24,no,6,360
Stand Alone House For Sale In jeita,520000,3,2,170,32,no,6,762
New Apartment for Sale in Jal el Dib,140000,2,2,120,24,no,6,939
Apartment for sale in Baabda,770000,4,5,465,15,no,6,545
Apartment  for sale in baabda,670000,4,5,330,15,no,6,545
"Apartment in Jamous, Hadath Baabda",110000,2,2,140,15,no,6,510
Apartment for sale in Fassouh,750000,5,4,236,28,no,2,570
Beautiful Spacious Apartment for Sale / High Floor + Sea View,980000,3,5,280,28,no,2,969
Apartment 170m² Terrace For SALE In Jeita #YM,159999,2,4,170,32,yes,6,762
Villa for Sale in Jamhour | Pool | Garden,1200000,6,8,1000,15,no,6,1163
Apartment 135m² 2 Beds For SALE In Zouk Mkayel #YM,67999,2,2,135,32,no,6,290
Apartment 130m² Terrace For SALE In Haret El Ballaneh #EA,179999,3,3,130,24,partly,6,758
Apartment 128m² 2 Beds For SALE In Ain El Remeneh #JG,139999,2,2,128,15,yes,6,909
Apartment 650m² Sea View For SALE In Raouche #RH,3519999,3,5,650,28,no,2,1077
Land 690m² Mountain View For SALE In Ouyoun #GS,324999,,,690,24,no,6,1122
Land 505m² Mountain View For SALE In Faqra #YM,274999,,,505,32,no,6,1089
Apartment 250m² 5 Beds For SALE In Ain El Remeneh #JG,344999,5,3,250,15,no,6,909
Villa 1000m² Garden For SALE In Jamhour #JG,1299999,2,2,1000,15,no,6,1163
Duplex 235m² 4 Beds For SALE In Jamhour #JG,399999,4,6,235,15,no,6,1163
Apartment for sale in Elissar,390000,3,3,325,24,no,6,542
Apartment 220m² Terrace For SALE In Jamhour #JG,369999,3,4,220,15,no,6,1163
Apartment 175m² Garden For SALE In Adma #PZ,219999,3,4,175,32,yes,6,72
Apartment 500m² 4 Beds For SALE In Achrafieh #RT,2099999,4,6,500,28,no,2,969
Apartment 225m² Terrace For SALE In Kfarhbeb,329999,3,5,225,32,no,6,617
Duplex 311m² Sea View For SALE In Ain Saadeh,449999,3,4,311,24,yes,6,1337
Apartment 120m² Terrace For SALE In Mansourieh #PH,144999,2,2,120,24,no,6,140
Apartment 175m² Terrace For SALE In Bleibel #JG,199999,3,3,175,13,no,6,1277
Apartment 140m² Green View For SALE In Bleibel #JG,129999,2,2,140,13,no,6,1277
Luxurious apartment for sale in Yarzeh|Garden|terrace,1000000,3,5,450,15,partly,6,292
Apartment for sale in Yarzeh|Sea View,925000,3,5,300,15,partly,6,292
Apartment with 4 bedrooms for sale in Jal el dib,220000,4,3,220,24,no,6,939
Apartment 150m² City View For SALE In Sin El Fil #DB,189999,2,2,150,24,no,6,686
Apartment 275m² 3 Beds For SALE In Mansourieh #PH,198999,3,3,275,24,no,6,140
"Villa 1,000m² Garden For SALE In Aoun El Siman #YM",2499999,8,8,1000,24,yes,6,287
Land 530m² Residential For SALE In Bikfaya #EA,158999,,,530,24,no,6,647
Furnished apartment with garden for sale in Broummana,350000,3,5,240,24,yes,6,1301
Apartment 335m² 24/7 Electricity For SALE In Achrafieh #JF,899999,3,5,335,28,no,2,969
Villa 280m² Terrace For SALE In Achkout #YM,499999,3,5,280,32,yes,6,143
Apartment 260m² Terrace For SALE In Bhersaf #GS,799999,3,4,260,24,yes,6,250
