id,city,district,province,type,bedrooms,created_at,price_$,latitude,longitude,bathrooms,size_m2
2406,Mar Roukoz,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:48.891493+00,199000,33.9006,35.6178,2,110
2407,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:48.9988+00,600000,33.8886,35.4955,3,250
2408,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:49.094924+00,700000,33.8886,35.4955,3,245
2409,Horsh Tabet,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:49.193423+00,700000,33.9006,35.6178,4,295
2410,Naccache,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:49.281896+00,1875000,33.9006,35.6178,0,505
2411,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:49.37555+00,4000000,33.8886,35.4955,0,470
2412,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:49.465326+00,415000,33.8886,35.4955,3,176
2413,Sin El Fil,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:49.55579+00,340000,33.9006,35.6178,3,192
2414,Sin El Fil,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:49.654055+00,600000,33.9006,35.6178,4,400
2415,Adma,Kesrouane,Mount Lebanon,Apartment,6,2025-03-16 14:51:49.746894+00,750000,33.9808,35.6856,6,637
2416,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:49.836353+00,430000,33.9808,35.6856,4,213
2417,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:49.922514+00,136000,34.1236,35.6455,2,118
2418,Ghbale,Kesrouane,Mount Lebanon,House/Villa,3,2025-03-16 14:51:50.02816+00,600000,33.9808,35.6856,2,300
2419,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:50.118249+00,200000,34.1236,35.6455,0,1515
2420,Nahr Ibrahim,Jbeil,Mount Lebanon,Warehouse,1,2025-03-16 14:51:50.2269+00,520000,34.1236,35.6455,0,545
2421,Aoukar,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:50.327355+00,299000,33.9006,35.6178,3,168
2422,Aoukar,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:50.426144+00,375000,33.9006,35.6178,3,168
2423,Rabieh,El Metn,Mount Lebanon,House/Villa,6,2025-03-16 14:51:50.512915+00,5000000,33.9006,35.6178,6,750
2424,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:50.604806+00,2500000,34.1236,35.6455,0,5700
2425,Roumie,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:50.697511+00,250000,33.9006,35.6178,0,147
2426,Roumie,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:50.791626+00,290000,33.9006,35.6178,0,170
2427,Halat,Jbeil,Mount Lebanon,House/Villa,6,2025-03-16 14:51:50.885332+00,750000,34.1236,35.6455,0,500
2428,Ballouneh,Kesrouane,Mount Lebanon,House/Villa,10,2025-03-16 14:51:50.979114+00,3750000,33.9808,35.6856,9,2340
2429,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:51.069372+00,136000,34.1236,35.6455,2,118
2430,Batroun,Batroun,North,Apartment,3,2025-03-16 14:51:51.179969+00,250000,34.2556,35.6586,3,166
2431,Batroun,Batroun,North,Apartment,3,2025-03-16 14:51:51.398958+00,225000,34.2556,35.6586,3,175
2432,Aamchit,Jbeil,Mount Lebanon,House/Villa,9,2025-03-16 14:51:51.496885+00,1500000,34.1236,35.6455,8,1200
2433,Hazmieh,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:51:51.679352+00,750000,33.8333,35.5442,6,338
2434,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:51.77598+00,480000,33.8886,35.4955,3,200
2435,Jbeil,Jbeil,Mount Lebanon,Commercial Building,0,2025-03-16 14:51:51.87588+00,300000,34.1236,35.6455,0,480
2436,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:51.972733+00,100000,34.1236,35.6455,2,150
2437,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:52.071241+00,300000,33.9808,35.6856,2,160
2438,Baabda,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:51:52.164996+00,650000,33.8333,35.5442,5,360
2439,Aoukar,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:52.254263+00,280000,33.9006,35.6178,3,168
2440,Monteverde,El Metn,Mount Lebanon,House/Villa,5,2025-03-16 14:51:52.35354+00,1700000,33.9006,35.6178,5,600
2441,Baabda,Baabda,Mount Lebanon,Office,1,2025-03-16 14:51:52.456302+00,230000,33.8333,35.5442,0,95
2442,Naccache,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:52.543732+00,240000,33.9006,35.6178,2,145
2443,Blat,Jbeil,Mount Lebanon,House/Villa,4,2025-03-16 14:51:52.629167+00,500000,34.1236,35.6455,3,350
2444,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:52.716466+00,200000,33.9808,35.6856,2,165
2445,Saki Rechmaya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:52.808334+00,622000,34.1236,35.6455,0,15550
2446,Gherfine,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:52.902263+00,1100000,34.1236,35.6455,0,4010
2447,Mazraat el Siyad,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:52.989494+00,250000,34.1236,35.6455,0,4110
2448,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:53.087872+00,430000,33.8886,35.4955,3,200
2449,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:53.173441+00,220000,34.1236,35.6455,3,340
2450,Mejdel,Jbeil,Mount Lebanon,Apartment,6,2025-03-16 14:51:53.261684+00,1000000,34.1236,35.6455,8,3500
2451,Aamchit,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:51:53.353719+00,95000,34.1236,35.6455,0,50
2452,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:53.448929+00,200000,33.9808,35.6856,3,185
2453,Dbayeh,El Metn,Mount Lebanon,Shop,0,2025-03-16 14:51:53.536085+00,750000,33.9006,35.6178,0,205
2454,Haret Sakher,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:53.627697+00,400000,33.9808,35.6856,4,275
2455,Monteverde,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:53.727238+00,1000000,33.9006,35.6178,0,877
2456,Zalka,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:53.813574+00,195000,33.9006,35.6178,3,135
2457,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:53.909228+00,350000,34.1236,35.6455,0,1509
2458,Jbeil,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:51:54.007179+00,190000,34.1236,35.6455,2,205
2459,Ajaltoun,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:54.114912+00,230000,33.9808,35.6856,3,190
2460,Kfour,Kesrouane,Mount Lebanon,House/Villa,9,2025-03-16 14:51:54.215475+00,1200000,33.9808,35.6856,9,900
2461,Faraya,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:54.320137+00,500000,33.9808,35.6856,0,2000
2462,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:54.420766+00,600000,33.9808,35.6856,4,255
2463,Jdeideh,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:51:54.533207+00,320000,33.9006,35.6178,0,320
2464,Jdeideh,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:51:54.624348+00,480000,33.9006,35.6178,0,520
2465,Ras Osta,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:54.715996+00,155000,34.1236,35.6455,0,1100
2466,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:54.808702+00,110000,34.1236,35.6455,2,125
2467,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:54.911415+00,150000,34.1236,35.6455,3,150
2468,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:55.015213+00,130000,34.1236,35.6455,2,130
2469,Rabieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:55.114105+00,950000,33.9006,35.6178,4,450
2470,Naccache,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:55.298384+00,230000,33.9006,35.6178,3,220
2471,Safra,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:55.411665+00,240000,33.9808,35.6856,3,150
2472,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:55.507986+00,400000,34.1236,35.6455,0,2350
2473,Aamchit,Jbeil,Mount Lebanon,Residential Building,0,2025-03-16 14:51:55.597488+00,3000000,34.1236,35.6455,0,2040
2474,Bouchrieh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:55.732222+00,250000,33.9006,35.6178,0,75
2475,Bqosmaiya,Batroun,North,Land,0,2025-03-16 14:51:55.85974+00,850000,34.2556,35.6586,0,14118
2476,Tabarja,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:51:55.948702+00,190000,33.9808,35.6856,0,60
2477,Maameltein,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:56.040414+00,350000,33.9808,35.6856,3,200
2478,Maameltein,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:56.258032+00,340000,33.9808,35.6856,3,200
2479,Faytroun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:56.360907+00,1434000,33.9808,35.6856,0,7548
2480,Adonis,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:56.454232+00,240000,33.9808,35.6856,3,240
2481,Dekweneh,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:51:56.560475+00,2000000,33.9006,35.6178,0,2000
2482,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:56.65736+00,165000,34.1236,35.6455,3,160
2483,Qornet El Hamra,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:56.756339+00,255000,33.9006,35.6178,3,210
2484,Qornet El Hamra,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:56.880972+00,105000,33.9006,35.6178,0,35
2485,Hazmieh,Baabda,Mount Lebanon,Apartment,2,2025-03-16 14:51:57.043679+00,300000,33.8333,35.5442,4,150
2486,Hrajel,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:51:57.128763+00,1200000,33.9808,35.6856,6,900
2487,Kornet Chehwan,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:57.222072+00,650000,33.9006,35.6178,4,295
2488,Dbayeh,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:57.310378+00,2000000,33.9006,35.6178,0,400
2489,Dbayeh,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:57.40272+00,725000,33.9006,35.6178,0,145
2490,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:57.492644+00,4435000,34.1236,35.6455,0,22181
2491,Ain Aar,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:57.583334+00,370000,33.9006,35.6178,3,275
2492,Dbayeh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:57.681988+00,395000,33.9006,35.6178,0,123
2493,Dbayeh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:57.787173+00,304000,33.9006,35.6178,0,95
2494,Jdeideh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:57.889365+00,400000,33.9006,35.6178,3,200
2495,Mansourieh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:57.979093+00,230000,33.9006,35.6178,3,160
2496,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:58.07881+00,190000,33.9808,35.6856,3,165
2497,Dbayeh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:58.190281+00,480000,33.9006,35.6178,0,150
2498,Haret Sakher,Kesrouane,Mount Lebanon,Shop,2,2025-03-16 14:51:58.290781+00,500000,33.9808,35.6856,0,500
2499,Nabey,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:58.378698+00,215000,33.9006,35.6178,2,150
2500,Kaslik,Kesrouane,Mount Lebanon,Office,1,2025-03-16 14:51:58.484587+00,130000,33.9808,35.6856,0,120
2501,Mar Takla,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:51:58.591199+00,775000,33.8333,35.5442,5,420
2502,Batroun,Batroun,North,Commercial Building,0,2025-03-16 14:51:58.682+00,300000,34.2556,35.6586,0,986
2503,Antelias,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:58.77297+00,185000,33.9006,35.6178,2,120
2504,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:58.854577+00,160000,33.9808,35.6856,3,133
2505,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,2,2025-03-16 14:51:58.961225+00,130000,33.9808,35.6856,0,110
2506,Mechmech,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:51:59.060867+00,250000,34.1236,35.6455,6,240
2507,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:59.175471+00,150000,33.9808,35.6856,3,180
2508,Edde,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:59.26066+00,240000,34.1236,35.6455,3,230
2509,Ain Saadeh,El Metn,Mount Lebanon,Factory,5,2025-03-16 14:51:59.384276+00,3000000,33.9006,35.6178,0,2850
2510,Antelias,El Metn,Mount Lebanon,Office,3,2025-03-16 14:51:59.487925+00,360000,33.9006,35.6178,0,200
2511,Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:59.575424+00,300000,33.9808,35.6856,3,275
2512,Aannaya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:59.662437+00,600000,34.1236,35.6455,0,1100
2513,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:59.754836+00,600000,33.9808,35.6856,5,350
2514,Zaarour,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:59.841841+00,3600000,33.9006,35.6178,0,12000
2515,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:51:59.942275+00,120000,33.9808,35.6856,0,100
2516,Haqel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:00.035264+00,100000,34.1236,35.6455,0,891
2517,Haqel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:00.156857+00,125000,34.1236,35.6455,0,3060
2518,Ghosta,Kesrouane,Mount Lebanon,Residential Building,0,2025-03-16 14:52:00.258683+00,750000,33.9808,35.6856,0,960
2519,Kaslik,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:00.354935+00,160000,33.9808,35.6856,2,170
2520,Mar Takla,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:52:00.440991+00,490000,33.8333,35.5442,4,260
2521,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:00.53486+00,150000,33.9808,35.6856,3,195
2522,Naccache,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:52:00.62434+00,450000,33.9006,35.6178,3,240
2523,Ajaltoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:52:00.729621+00,320000,33.9808,35.6856,0,1400
2524,Braij,Jbeil,Mount Lebanon,House/Villa,4,2025-03-16 14:52:00.818289+00,400000,34.1236,35.6455,4,850
2525,Hazmieh,Baabda,Mount Lebanon,Office,1,2025-03-16 14:52:00.911135+00,180000,33.8333,35.5442,0,77
2526,Hadath,Baabda,Mount Lebanon,Commercial Building,0,2025-03-16 14:52:01.001541+00,2700000,33.8333,35.5442,0,2441
2527,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:01.104483+00,120000,34.1236,35.6455,0,710
2528,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:01.195538+00,350000,34.1236,35.6455,0,1880
2529,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:01.287083+00,245000,34.1236,35.6455,0,1600
2530,Tabarja,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:52:01.380541+00,250000,33.9808,35.6856,2,70
2531,Zalka,El Metn,Mount Lebanon,Land,0,2025-03-16 14:52:01.477756+00,1700000,33.9006,35.6178,0,614
2532,Tabarja,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:52:01.570956+00,290000,33.9808,35.6856,2,110
2533,Jal el Dib,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:52:01.675721+00,420000,33.9006,35.6178,3,300
2534,Zalka,El Metn,Mount Lebanon,Office,1,2025-03-16 14:52:01.772096+00,290000,33.9006,35.6178,0,110
2535,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:52:01.899478+00,137500,33.8886,35.4955,0,55
2536,Shayle,Kesrouane,Mount Lebanon,Apartment,5,2025-03-16 14:52:01.99115+00,375000,33.9808,35.6856,3,400
2537,Shayle,Kesrouane,Mount Lebanon,Apartment,5,2025-03-16 14:52:02.087546+00,500000,33.9808,35.6856,3,400
2538,Jbeil,Jbeil,Mount Lebanon,Warehouse,1,2025-03-16 14:52:02.191448+00,225000,34.1236,35.6455,0,400
2539,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:02.281986+00,300000,33.9808,35.6856,3,300
2540,Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:02.3739+00,250000,33.9006,35.6178,3,156
2541,Louaize,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:52:02.476464+00,330000,33.8333,35.5442,3,170
2542,Louaize,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:52:02.571102+00,370000,33.8333,35.5442,5,270
2543,Beit el Chaar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:02.664434+00,250000,33.9006,35.6178,3,210
2544,Antelias,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:02.763625+00,350000,33.9006,35.6178,3,190
2545,Baabdat,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:52:02.925117+00,290000,33.9006,35.6178,4,270
2546,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:52:03.01532+00,125000,33.8886,35.4955,0,42
2547,Tarchich,Baabda,Mount Lebanon,Land,0,2025-03-16 14:52:03.107252+00,95000,33.8333,35.5442,0,948
2548,Adma,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:52:03.214828+00,1800000,33.9808,35.6856,5,500
2549,Ain Saadeh,El Metn,Mount Lebanon,Apartment,6,2025-03-16 14:52:03.315073+00,825000,33.9006,35.6178,6,600
2550,Dbayeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:03.403728+00,650000,33.9006,35.6178,4,300
2551,Faytroun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:52:03.508663+00,650000,33.9808,35.6856,0,1300
2552,Hosrayel,Jbeil,Mount Lebanon,Residential Building,0,2025-03-16 14:52:03.600498+00,400000,34.1236,35.6455,0,1400
2553,Mechmech,Jbeil,Mount Lebanon,Chalet,2,2025-03-16 14:52:03.68875+00,65000,34.1236,35.6455,2,98
2554,Mechmech,Jbeil,Mount Lebanon,House/Villa,4,2025-03-16 14:52:03.779738+00,170000,34.1236,35.6455,3,262
2555,Batroun,Batroun,North,Apartment,3,2025-03-16 14:52:03.875986+00,160000,34.2556,35.6586,2,140
2556,Jal el Dib,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:03.977771+00,170000,33.9006,35.6178,2,190
2557,Qannabet Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:04.083727+00,395000,33.9006,35.6178,4,220
2558,Dik El Mehdi,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:04.168477+00,180000,33.9006,35.6178,2,147
2559,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:04.261606+00,495000,33.9808,35.6856,4,300
2560,okaybe,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:52:04.355706+00,1600000,33.9808,35.6856,0,16362
2561,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:52:04.45152+00,126000,33.9808,35.6856,2,105
2562,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:04.565538+00,173000,33.9808,35.6856,3,173
2563,Bouchrieh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:52:04.675386+00,250000,33.9006,35.6178,0,120
2564,Nabey,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:05.006883+00,265000,33.9006,35.6178,3,118
2565,Jbeil,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:52:05.113393+00,450000,34.1236,35.6455,0,168
2566,Ajaltoun,Kesrouane,Mount Lebanon,House/Villa,5,2025-03-16 14:52:05.219387+00,650000,33.9808,35.6856,6,550
2567,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:05.317537+00,240000,34.1236,35.6455,0,1592
2568,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:52:05.413261+00,300000,33.8886,35.4955,3,180
2569,Jdayel,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:52:05.509396+00,125000,34.1236,35.6455,2,125
2570,Aamchit,Jbeil,Mount Lebanon,Shop,0,2025-03-16 14:52:05.607079+00,55000,34.1236,35.6455,0,50
2571,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:05.722945+00,220000,33.9808,35.6856,4,190
2572,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:05.819817+00,260000,34.1236,35.6455,3,185
2573,Adma,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:52:05.909175+00,590000,33.9808,35.6856,4,400
2574,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:06.007431+00,550000,33.9006,35.6178,3,175
2575,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:06.104109+00,350000,33.9006,35.6178,3,175
2576,Halat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:52:06.198521+00,120000,34.1236,35.6455,2,120
2577,Kaslik,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:52:06.298088+00,350000,33.9808,35.6856,1,60
2578,Sarba,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:52:06.398113+00,900000,33.9808,35.6856,5,400
2579,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:06.486816+00,366000,34.1236,35.6455,0,9150
2580,Kfar Kida,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:06.595763+00,1500000,34.1236,35.6455,0,7682
2581,Haqel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:06.704555+00,70000,34.1236,35.6455,0,1000
2582,Gherfine,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:06.794685+00,100000,34.1236,35.6455,1,135
2583,Gherfine,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:06.881924+00,195000,34.1236,35.6455,0,1100
2584,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:06.983063+00,90000,34.1236,35.6455,3,135
2585,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.071016+00,300000,34.1236,35.6455,3,142
2586,Hboub,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:52:07.167285+00,245000,34.1236,35.6455,4,268
2587,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.257517+00,170000,34.1236,35.6455,3,168
2588,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.34719+00,160000,34.1236,35.6455,3,168
2589,Hboub,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:52:07.452826+00,115000,34.1236,35.6455,2,120
2590,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.563863+00,120000,33.9808,35.6856,2,165
2591,Jounieh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.65729+00,135000,33.9808,35.6856,2,145
2592,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:07.752035+00,166000,34.1236,35.6455,3,176
2593,Yarzeh,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:52:07.852631+00,1300000,33.8333,35.5442,5,450
2594,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:52:07.954641+00,200000,33.9808,35.6856,3,130
2595,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:52:08.053589+00,200000,33.9808,35.6856,2,134
2596,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:52:08.145227+00,200000,33.9808,35.6856,2,146
2597,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:52:08.24299+00,400000,33.9808,35.6856,0,266
2598,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:52:08.330584+00,300000,33.9808,35.6856,0,175
2599,Hboub,Jbeil,Mount Lebanon,Apartment,5,2025-03-16 14:52:08.419462+00,260000,34.1236,35.6455,4,250
2600,Hboub,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:52:08.559905+00,155000,34.1236,35.6455,2,126
2601,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:08.676577+00,125000,34.1236,35.6455,2,155
2602,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:08.76516+00,140000,34.1236,35.6455,3,162
2603,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:52:08.894961+00,125000,33.9808,35.6856,2,108
2604,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:08.990916+00,230000,34.1236,35.6455,3,155
2605,Jdeideh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:52:09.101582+00,120000,33.9006,35.6178,0,55
2606,Jbeil,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:52:09.196565+00,140000,34.1236,35.6455,3,183
2607,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:52:09.29319+00,230000,34.1236,35.6455,3,250
2608,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:09.387013+00,230000,33.9808,35.6856,3,190
2609,Batha,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:52:09.607352+00,2000000,33.9808,35.6856,0,7354
2610,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:09.699144+00,350000,33.9006,35.6178,3,195
2611,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:52:09.804627+00,300000,33.9808,35.6856,4,270
2612,Horsh Tabet,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:52:09.894059+00,1000000,33.9006,35.6178,6,420
2613,Bentaael,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:10.006803+00,250000,34.1236,35.6455,0,2980
2614,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:52:10.122809+00,1500000,34.1236,35.6455,0,9782
2615,Hadath,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:52:10.233097+00,300000,33.8333,35.5442,4,230
