City,District,Province,Type,Size m²,Bedrooms,Bathrooms,Price $,Latitude,Longitude
Ras Beirut,Beirut,Beirut,Apartment,162,3,3,250000,33.8886,35.4955
Kaslik,Kesrouane,Mount Lebanon,Apartment,290,4,4,275000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,185,3,3,425500,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,300,4,5,700000,33.9808,35.6856
Achkout,Kesrouane,Mount Lebanon,Land,1310,0,0,150000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Land,2820,0,0,2115000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,House/Villa,2050,4,6,4500000,33.9808,35.6856
Ghine,Kesrouane,Mount Lebanon,Apartment,150,3,2,115000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Chalet,70,1,1,380000,33.9808,35.6856
Down Town,Beirut,Beirut,Apartment,350,3,4,2150000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,356,3,0,1000000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,105,1,0,550000,33.8886,35.4955
Sahel Alma,Kesrouane,Mount Lebanon,Land,5200,0,0,3900000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,205,3,3,235000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Office,90,1,0,100000,33.9006,35.6178
Rabieh,El Metn,Mount Lebanon,House/Villa,800,4,5,8000000,33.9006,35.6178
Nahr Ibrahim,Jbeil,Mount Lebanon,Land,1673,0,0,450000,34.1236,35.6455
Jounieh,Kesrouane,Mount Lebanon,Land,883,0,0,1325000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,150,1,0,75000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,550,4,5,3750000,33.8886,35.4955
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,150,3,3,170000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,150,3,3,170000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Land,1260,0,0,1500000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,174,3,3,750000,33.8886,35.4955
Laqlouq,Jbeil,Mount Lebanon,Land,2571,0,0,185000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,220,2,3,635000,33.8886,35.4955
Dbayeh,El Metn,Mount Lebanon,Apartment,222,3,4,1200000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,2,105000,34.1236,35.6455
Faytroun,Kesrouane,Mount Lebanon,Land,810,0,0,120000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,250,3,4,1050000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Apartment,300,4,5,300000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Office,125,1,0,400000,33.8886,35.4955
Naas,El Metn,Mount Lebanon,Land,2800,0,0,840000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Apartment,170,3,3,260000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Apartment,170,3,3,300000,33.9006,35.6178
Ras Beirut,Beirut,Beirut,Apartment,300,4,4,970000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,500,4,4,1700000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,300,4,4,870000,33.8886,35.4955
Shayle,Kesrouane,Mount Lebanon,Apartment,268,3,4,340000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,175,3,4,425000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,180,3,4,420000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,287,3,5,450000,33.9808,35.6856
Mastita,Jbeil,Mount Lebanon,Apartment,160,3,2,155000,34.1236,35.6455
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,160,3,3,140000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,4,350000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Land,1137,0,0,2500000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Chalet,120,3,3,400000,33.9808,35.6856
Azra,Kesrouane,Mount Lebanon,House/Villa,500,4,5,500000,33.9808,35.6856
Yarzeh,Baabda,Mount Lebanon,Land,1650,0,0,3300000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,240,4,3,380000,33.8886,35.4955
Dlebta,Kesrouane,Mount Lebanon,Land,950,0,0,105000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,270,3,4,950000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,300,3,3,1100000,33.8886,35.4955
Kaslik,Kesrouane,Mount Lebanon,Apartment,160,3,4,300000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Office,352,4,0,1500000,33.8886,35.4955
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,232,3,4,560000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,220,3,3,500000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Office,60,1,0,65000,34.1236,35.6455
Mansourieh,El Metn,Mount Lebanon,Apartment,255,3,5,250000,33.9006,35.6178
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,169,3,6,300000,33.9808,35.6856
Hosrayel,Jbeil,Mount Lebanon,Land,10500,0,0,3675000,34.1236,35.6455
Hosrayel,Jbeil,Mount Lebanon,Land,6000,0,0,2100000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,House/Villa,187,3,3,170000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,260,3,5,250000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,10595,3,0,2650000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Apartment,400,4,4,920000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,300,2,4,1500000,33.8886,35.4955
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,550,7,7,450000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,380,3,5,750000,33.9808,35.6856
Ghosta,Kesrouane,Mount Lebanon,Residential Building,1000,0,0,850000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,3,200000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Apartment,270,2,3,450000,33.8886,35.4955
Faraya,Kesrouane,Mount Lebanon,Chalet,74,1,1,80000,33.9808,35.6856
Sabtieh,El Metn,Mount Lebanon,Apartment,175,2,3,120000,33.9006,35.6178
Al Jamhour,Baabda,Mount Lebanon,Apartment,222,3,4,350000,33.8333,35.5442
Mar Takla,Baabda,Mount Lebanon,Apartment,210,3,4,700000,33.8333,35.5442
Jeita,Kesrouane,Mount Lebanon,Apartment,300,4,5,190000,33.9808,35.6856
Fakra,Kesrouane,Mount Lebanon,Chalet,55,1,1,130000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,600,5,5,950000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,183,3,3,180000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,183,3,3,190000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,340,3,4,600000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,110,3,2,120000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,300,3,4,500000,33.9808,35.6856
Dekweneh,El Metn,Mount Lebanon,Land,1436,0,0,1800000,33.9006,35.6178
Faraya,Kesrouane,Mount Lebanon,Chalet,90,2,1,140000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Apartment,160,2,2,130000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,175,3,3,200000,34.1236,35.6455
Batroun,Batroun,North,Shop,176,0,0,450000,34.2556,35.6586
Batroun,Batroun,North,Shop,129,0,0,450000,34.2556,35.6586
Batroun,Batroun,North,Shop,124,0,0,450000,34.2556,35.6586
Aannaya,Jbeil,Mount Lebanon,Commercial Building,3500,0,0,1200000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,320,5,5,230000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Apartment,250,3,3,1000000,33.8886,35.4955
Lehfed,Jbeil,Mount Lebanon,Land,1668,0,0,135000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Residential Building,1600,3,3,1300000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,140,2,4,140000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,Apartment,185,3,4,180000,33.9808,35.6856
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Commercial Building,700,0,0,935000,33.9808,35.6856
Nammoura,Kesrouane,Mount Lebanon,Land,2163,0,0,325000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,Land,8690,0,0,1400000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Office,160,2,0,600000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,160,2,0,600000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Office,80,1,0,300000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,500,4,5,2000000,33.8886,35.4955
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,240,3,3,185000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,275,3,4,420000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,160000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,140,3,3,140000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,140,3,3,140000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,160000,34.1236,35.6455
Maad,Jbeil,Mount Lebanon,Land,5420,0,0,300000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Residential Building,3080,0,0,7500000,33.8886,35.4955
Baabda,Baabda,Mount Lebanon,Apartment,396,3,4,600000,33.8333,35.5442
Fanar,El Metn,Mount Lebanon,Apartment,120,2,2,185000,33.9006,35.6178
Maaysra,Kesrouane,Mount Lebanon,Apartment,220,3,3,125000,33.9808,35.6856
Maaysra,Kesrouane,Mount Lebanon,Apartment,350,3,3,175000,33.9808,35.6856
Maaysra,Kesrouane,Mount Lebanon,Apartment,220,3,3,130000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Land,2628,0,0,2000000,33.9808,35.6856
Down Town,Beirut,Beirut,Shop,280,0,0,1120000,33.8886,35.4955
Louaize,Baabda,Mount Lebanon,Apartment,250,3,3,525000,33.8333,35.5442
Down Town,Beirut,Beirut,Shop,250,0,0,1500000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Apartment,185,3,3,185000,34.1236,35.6455
Chiyah,Beirut,Beirut,Land,470,0,0,1200000,33.8886,35.4955
Ghadir,Kesrouane,Mount Lebanon,Apartment,185,3,3,250000,33.9808,35.6856
Faraya,Kesrouane,Mount Lebanon,Land,1250,0,0,400000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,155,2,3,650000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,225,3,3,950000,33.8886,35.4955
Blat,Jbeil,Mount Lebanon,Land,800,0,0,260000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,175,3,4,200000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,1300,0,0,850000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,3050,0,0,350000,34.1236,35.6455
Yarzeh,Baabda,Mount Lebanon,Land,2135,0,0,4270000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Land,1465,0,0,2100000,33.8333,35.5442
Kaslik,Kesrouane,Mount Lebanon,Office,120,2,0,150000,33.9808,35.6856
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,154,2,2,215000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,165,3,3,180000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,165,3,3,250000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,265,3,3,280000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,180,3,3,180000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,110,2,2,115000,34.1236,35.6455
Sarba,Kesrouane,Mount Lebanon,Apartment,200,3,3,245000,33.9808,35.6856
Ghadir,Kesrouane,Mount Lebanon,Apartment,125,2,2,210000,33.9808,35.6856
Ghadir,Kesrouane,Mount Lebanon,Apartment,165,3,3,230000,33.9808,35.6856
Hazmieh,Baabda,Mount Lebanon,Apartment,225,3,3,360000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Land,1300,0,0,1600000,33.8333,35.5442
Ras Beirut,Beirut,Beirut,Apartment,410,4,5,1700000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,380,4,4,795000,33.8886,35.4955
Bouar,Kesrouane,Mount Lebanon,Apartment,350,4,4,450000,33.9808,35.6856
Down Town,Beirut,Beirut,Residential Building,816,0,0,6300000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,540,3,4,1200000,33.8886,35.4955
Ras Osta,Jbeil,Mount Lebanon,Land,1426,0,0,320000,34.1236,35.6455
Kfour,Kesrouane,Mount Lebanon,Apartment,232,2,2,130000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,Apartment,272,5,6,265000,33.9808,35.6856
Ain Kfaa,Jbeil,Mount Lebanon,Land,6400,0,0,180000,34.1236,35.6455
Ras Osta,Jbeil,Mount Lebanon,Land,960,0,0,64000,34.1236,35.6455
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Land,920,0,0,460000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,220,1,0,100000,33.9808,35.6856
Hazmieh,Baabda,Mount Lebanon,Land,1269,0,0,2500000,33.8333,35.5442
Down Town,Beirut,Beirut,Apartment,187,2,3,1366000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Land,600,0,0,150000,34.1236,35.6455
Shayle,Kesrouane,Mount Lebanon,Apartment,210,3,3,210000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,630,4,6,1700000,33.8886,35.4955
Sarba,Kesrouane,Mount Lebanon,Apartment,180,3,3,190000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,250,3,3,710000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,250,3,3,650000,33.8886,35.4955
Faytroun,Kesrouane,Mount Lebanon,Land,1258,0,0,250000,33.9808,35.6856
Kaslik,Kesrouane,Mount Lebanon,Apartment,170,3,3,300000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,190,2,0,1200000,33.8886,35.4955
Jounieh,Kesrouane,Mount Lebanon,Apartment,165,3,3,220000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,120,2,2,270000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Office,180,2,0,275000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Shop,190,3,0,180000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,265,3,3,650000,33.8886,35.4955
Down Town,Beirut,Beirut,Apartment,250,3,3,1500000,33.8886,35.4955
Down Town,Beirut,Beirut,Apartment,500,4,5,3500000,33.8886,35.4955
Zouk Mosbeh,Kesrouane,Mount Lebanon,Land,1710,0,0,2000000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Office,90,1,0,150000,33.9808,35.6856
Sarba,Kesrouane,Mount Lebanon,Apartment,110,2,2,114000,33.9808,35.6856
Ras El Nabeh,Beirut,Beirut,Apartment,170,2,3,400000,33.8886,35.4955
Ras El Nabeh,Beirut,Beirut,Apartment,245,3,4,450000,33.8886,35.4955
Sarba,Kesrouane,Mount Lebanon,Apartment,110,2,2,98000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Shop,125,1,0,250000,34.1236,35.6455
Yarzeh,Baabda,Mount Lebanon,Apartment,300,3,4,1200000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Apartment,206,3,4,600000,33.8333,35.5442
Wadi Chahrour,Baabda,Mount Lebanon,House/Villa,1200,5,6,825000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,120,2,2,250000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,135,2,2,280000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,250,3,3,500000,33.8886,35.4955
Monteverde,El Metn,Mount Lebanon,Apartment,450,3,5,850000,33.9006,35.6178
New Rawda,El Metn,Mount Lebanon,Apartment,360,5,4,250000,33.9006,35.6178
Fakra,Kesrouane,Mount Lebanon,Chalet,110,2,3,85000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Land,10439,0,0,1000000,34.1236,35.6455
Hosrayel,Jbeil,Mount Lebanon,Apartment,160,3,3,135000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Land,937,0,0,150000,34.1236,35.6455
Kaslik,Kesrouane,Mount Lebanon,Office,50,1,0,100000,33.9808,35.6856
Sarba,Kesrouane,Mount Lebanon,Apartment,150,3,3,140000,33.9808,35.6856
Aatchane,El Metn,Mount Lebanon,Land,2212,0,0,1100000,33.9006,35.6178
Aatchane,El Metn,Mount Lebanon,Land,3776,0,0,1800000,33.9006,35.6178
Bhorsaf,El Metn,Mount Lebanon,Land,5001,0,0,2500000,33.9006,35.6178
Bejje,Jbeil,Mount Lebanon,Land,17032,0,0,600000,34.1236,35.6455
Fatqa,Kesrouane,Mount Lebanon,House/Villa,500,4,7,1100000,33.9808,35.6856
Baskinta,El Metn,Mount Lebanon,Land,1034,0,0,135000,33.9006,35.6178
Halat,Jbeil,Mount Lebanon,Land,831,0,0,300000,34.1236,35.6455
Lehfed,Jbeil,Mount Lebanon,Land,3930,0,0,390000,34.1236,35.6455
Yarzeh,Baabda,Mount Lebanon,Apartment,460,3,4,1450000,33.8333,35.5442
Jal el Dib,El Metn,Mount Lebanon,Apartment,125,2,2,150000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Shop,180,1,0,200000,34.1236,35.6455
Faytroun,Kesrouane,Mount Lebanon,Land,1200,0,0,400000,33.9808,35.6856
Monteverde,El Metn,Mount Lebanon,Apartment,420,3,3,840000,33.9006,35.6178
Faraya,Kesrouane,Mount Lebanon,Chalet,120,3,2,105000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Land,3900,0,0,390000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,320,4,4,340000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,House/Villa,1000,3,4,600000,34.1236,35.6455
Monsef,Jbeil,Mount Lebanon,Chalet,170,3,2,350000,34.1236,35.6455
Zaarour,El Metn,Mount Lebanon,Chalet,240,6,2,600000,33.9006,35.6178
Chikhane,Jbeil,Mount Lebanon,Land,964,0,0,160000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Land,800,0,0,112000,34.1236,35.6455
Kfarzebian,Kesrouane,Mount Lebanon,Land,2660,0,0,350000,33.9808,35.6856
Kfar Aabida,Batroun,North,Land,1600,0,0,320000,34.2556,35.6586
Aannaya,Jbeil,Mount Lebanon,Commercial Building,3000,0,0,1300000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,450,3,3,1200000,33.8886,35.4955
Broumana,El Metn,Mount Lebanon,Apartment,240,3,2,240000,33.9006,35.6178
Jounieh,Kesrouane,Mount Lebanon,Residential Building,700,0,0,1100000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,Apartment,170,2,2,150000,33.9808,35.6856
Braij,Jbeil,Mount Lebanon,Apartment,120,2,2,110000,34.1236,35.6455
Braij,Jbeil,Mount Lebanon,Apartment,118,2,2,106000,34.1236,35.6455
Bouar,Kesrouane,Mount Lebanon,Apartment,140,3,1,150000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,House/Villa,310,4,4,310000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,House/Villa,310,3,3,330000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,House/Villa,310,3,3,270000,34.1236,35.6455
Ain Najem,El Metn,Mount Lebanon,Apartment,220,3,3,350000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,House/Villa,450,5,4,480000,34.1236,35.6455
Ras Osta,Jbeil,Mount Lebanon,Land,890,0,0,125000,34.1236,35.6455
Adonis,Kesrouane,Mount Lebanon,Apartment,160,3,2,110000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Land,2253,0,0,1575000,33.9006,35.6178
Mechmech,Jbeil,Mount Lebanon,Chalet,78,2,2,90000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,81,2,2,73000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,81,2,2,80000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,79,2,2,88000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,83,2,2,98000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,81,2,2,71000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,430,4,4,2200000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,115,2,2,518000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,151,2,3,680000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,500,4,5,2800000,33.8886,35.4955
Sarba,Kesrouane,Mount Lebanon,Shop,45,1,0,65000,33.9808,35.6856
Klayaat,Kesrouane,Mount Lebanon,Land,856,0,0,180000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Office,120,2,0,120000,33.9808,35.6856
Gherfine,Jbeil,Mount Lebanon,Land,7000,0,0,1400000,34.1236,35.6455
Fanar,El Metn,Mount Lebanon,Apartment,260,4,5,280000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,160,3,3,250000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,127,3,2,100000,34.1236,35.6455
Bentaael,Jbeil,Mount Lebanon,Apartment,290,4,5,170000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Chalet,32,1,0,155000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,143,2,2,135000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,121,2,2,115000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,128,2,2,100000,33.9808,35.6856
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,3,290000,33.9006,35.6178
Batroun,Batroun,North,House/Villa,110,1,0,150000,34.2556,35.6586
Faytroun,Kesrouane,Mount Lebanon,Chalet,110,2,2,190000,33.9808,35.6856
Fanar,El Metn,Mount Lebanon,Warehouse,700,2,0,800000,33.9006,35.6178
Ghadir,Kesrouane,Mount Lebanon,Apartment,215,3,3,475000,33.9808,35.6856
Ghadir,Kesrouane,Mount Lebanon,Apartment,215,3,3,450000,33.9808,35.6856
Zikrit,El Metn,Mount Lebanon,Residential Building,1200,0,0,1100000,33.9006,35.6178
Lehfed,Jbeil,Mount Lebanon,Land,2200,0,0,135000,34.1236,35.6455
Rabweh,El Metn,Mount Lebanon,Apartment,230,3,4,300000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Chalet,90,2,2,225000,33.9006,35.6178
Rabweh,El Metn,Mount Lebanon,Apartment,350,3,4,400000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Land,318,0,0,1500000,33.8886,35.4955
Fidar,Jbeil,Mount Lebanon,Land,3000,0,0,900000,34.1236,35.6455
Adonis,Kesrouane,Mount Lebanon,Apartment,140,3,2,120000,33.9808,35.6856
Fatqa,Kesrouane,Mount Lebanon,Land,36000,0,0,18000000,33.9808,35.6856
Assia,Batroun,North,House/Villa,216,4,2,330000,34.2556,35.6586
Batroun,Batroun,North,Apartment,225,3,3,170000,34.2556,35.6586
Kfarzebian,Kesrouane,Mount Lebanon,Land,550,0,0,400000,33.9808,35.6856
Blat,Jbeil,Mount Lebanon,Apartment,180,3,3,200000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Apartment,155,3,3,125000,34.1236,35.6455
Dbayeh,El Metn,Mount Lebanon,Apartment,100,2,2,130000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Land,850,0,0,325000,34.1236,35.6455
Adma,Kesrouane,Mount Lebanon,Apartment,150,3,4,185000,33.9808,35.6856
Fanar,El Metn,Mount Lebanon,Apartment,220,3,3,350000,33.9006,35.6178
Gharzouz,Jbeil,Mount Lebanon,Land,4400,0,0,485000,34.1236,35.6455
Hsoun,Jbeil,Mount Lebanon,Land,11200,0,0,2000000,34.1236,35.6455
Bsalim,El Metn,Mount Lebanon,Apartment,350,3,3,490000,33.9006,35.6178
Edde,Jbeil,Mount Lebanon,Apartment,160,3,2,110000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Apartment,300,3,3,200000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,190,2,3,675000,33.8886,35.4955
Kfour,Kesrouane,Mount Lebanon,Apartment,300,4,4,900000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,Land,1058,0,0,150000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,Apartment,320,4,4,250000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Residential Building,2500,3,5,3500000,33.9808,35.6856
Monteverde,El Metn,Mount Lebanon,Apartment,480,4,4,500000,33.9006,35.6178
Zeitoun,Kesrouane,Mount Lebanon,Land,22500,0,0,563000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,1100,6,8,6000000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Land,550,0,0,5500000,33.8886,35.4955
chnaniir,Kesrouane,Mount Lebanon,Apartment,330,3,5,350000,33.9808,35.6856
Tourzaiya,Jbeil,Mount Lebanon,Land,5250,0,0,265000,34.1236,35.6455
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,190,3,3,280000,33.9006,35.6178
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,145,3,3,210000,33.9006,35.6178
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,145,3,3,255000,33.9006,35.6178
Mtayleb,El Metn,Mount Lebanon,Apartment,250,3,2,250000,33.9006,35.6178
Mechmech,Jbeil,Mount Lebanon,Land,2040,0,0,82000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,330,4,4,200000,34.1236,35.6455
Dhour Choueir,El Metn,Mount Lebanon,Land,885,0,0,180000,33.9006,35.6178
Dhour Choueir,El Metn,Mount Lebanon,Land,1280,0,0,580000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,150000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,240,3,3,575000,33.8886,35.4955
Ghazir,Kesrouane,Mount Lebanon,Land,1600,0,0,1500000,33.9808,35.6856
Yahchouch,Kesrouane,Mount Lebanon,Land,12000,0,0,1440000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Land,1650,0,0,1650000,33.9808,35.6856
Mar Roukoz,El Metn,Mount Lebanon,Land,1013,0,0,1600000,33.9006,35.6178
Ain Saadeh,El Metn,Mount Lebanon,Apartment,320,2,4,320000,33.9006,35.6178
Zalka,El Metn,Mount Lebanon,Office,180,2,0,350000,33.9006,35.6178
