City,District,Province,Type,Size m²,Bedrooms,Bathrooms,Price $,Latitude,Longitude
Aamchit,Jbeil,Mount Lebanon,Apartment,101,2,1,58000,34.1236,35.6455
Batroun,Batroun,North,Land,3746,0,0,330000,34.2556,35.6586
Nahr El Mot,El Metn,Mount Lebanon,Warehouse,327,0,0,420000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,190,3,2,425000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,100,2,3,320000,33.8886,35.4955
Batroun,Batroun,North,Apartment,140,3,3,168000,34.2556,35.6586
Batroun,Batroun,North,Apartment,109,2,2,130000,34.2556,35.6586
Ras Beirut,Beirut,Beirut,Land,840,0,0,5000000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Chalet,125,2,2,400000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Land,944,0,0,280000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,House/Villa,267,3,4,260000,34.1236,35.6455
Ghedras,Kesrouane,Mount Lebanon,Land,550,0,0,170000,33.9808,35.6856
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,330,5,6,300000,33.9006,35.6178
Safra,Kesrouane,Mount Lebanon,Chalet,60,1,1,130000,33.9808,35.6856
Ain Saadeh,El Metn,Mount Lebanon,Apartment,230,3,5,415000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,300,3,4,1200000,33.8886,35.4955
Zaarour,El Metn,Mount Lebanon,Chalet,120,3,2,200000,33.9006,35.6178
Jdayel,Jbeil,Mount Lebanon,Apartment,165,3,3,155000,34.1236,35.6455
Ghazir,Kesrouane,Mount Lebanon,Office,140,3,0,250000,33.9808,35.6856
Naccache,El Metn,Mount Lebanon,Apartment,209,3,3,285000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Land,495,0,0,350000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Shop,100,1,0,450000,33.8886,35.4955
Adma,Kesrouane,Mount Lebanon,Land,1156,0,0,400000,33.9808,35.6856
Tilal Ain Saade,El Metn,Mount Lebanon,Apartment,170,3,3,162000,33.9006,35.6178
Edde,Jbeil,Mount Lebanon,Land,2080,0,0,600000,34.1236,35.6455
Azra,Kesrouane,Mount Lebanon,Commercial Building,1200,0,0,250000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,320,4,3,1025000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,230,3,3,690000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Land,7620,0,0,300000,34.1236,35.6455
Mansourieh,El Metn,Mount Lebanon,Apartment,155,3,3,155000,33.9006,35.6178
Chikhane,Jbeil,Mount Lebanon,Land,995,0,0,150000,34.1236,35.6455
Qannabet Broumana,El Metn,Mount Lebanon,Apartment,300,3,5,675000,33.9006,35.6178
Ras Beirut,Beirut,Beirut,Apartment,274,4,3,849000,33.8886,35.4955
Badaro,Beirut,Beirut,Apartment,211,3,2,400000,33.8886,35.4955
Laqlouq,Jbeil,Mount Lebanon,Land,2800,0,0,280000,34.1236,35.6455
Shayle,Kesrouane,Mount Lebanon,Land,851,0,0,340000,33.9808,35.6856
Down Town,Beirut,Beirut,Apartment,195,2,4,975000,33.8886,35.4955
Ghazir,Kesrouane,Mount Lebanon,House/Villa,410,4,3,450000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Shop,730,1,0,350000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Land,1034,0,0,75000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,240,3,3,450000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Shop,105,1,0,220000,34.1236,35.6455
Zikrit,El Metn,Mount Lebanon,Apartment,180,2,3,150000,33.9006,35.6178
Aabeidat,Jbeil,Mount Lebanon,Land,2735,0,0,250000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,853,0,0,850000,34.1236,35.6455
Kfaryassine,Kesrouane,Mount Lebanon,Apartment,200,3,3,360000,33.9808,35.6856
Mar Takla,Baabda,Mount Lebanon,Apartment,320,3,4,725000,33.8333,35.5442
Azra,Kesrouane,Mount Lebanon,Commercial Building,1500,0,0,500000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,Chalet,71,1,1,142000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Chalet,68,1,1,135000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Chalet,67,1,1,115000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Chalet,68,1,1,135000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,160,3,2,90000,34.1236,35.6455
Bnichaai,Zgharta,North,House/Villa,445,5,6,990000,34.3314,35.8958
Dekweneh,El Metn,Mount Lebanon,Apartment,190,3,2,135000,33.9006,35.6178
Yarzeh,Baabda,Mount Lebanon,Apartment,295,3,5,990000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Apartment,255,3,5,835000,33.8333,35.5442
Yarzeh,Baabda,Mount Lebanon,Apartment,255,3,5,700000,33.8333,35.5442
Biyada,El Metn,Mount Lebanon,Apartment,300,3,4,580000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,180,1,2,500000,33.9006,35.6178
Dahr El Sawan,El Metn,Mount Lebanon,Apartment,240,3,4,230000,33.9006,35.6178
Mar Chaaya,El Metn,Mount Lebanon,Land,2650,0,0,780000,33.9006,35.6178
Ghbale,Kesrouane,Mount Lebanon,Land,1500,0,0,100000,33.9808,35.6856
Kaslik,Kesrouane,Mount Lebanon,Shop,100,1,0,125000,33.9808,35.6856
Qartaba,Jbeil,Mount Lebanon,Land,55000,0,0,825000,34.1236,35.6455
Dbayeh,El Metn,Mount Lebanon,Apartment,300,3,4,800000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,House/Villa,1050,0,0,850000,33.9006,35.6178
Zaarour,El Metn,Mount Lebanon,Land,980,0,0,220000,33.9006,35.6178
Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,500,2,0,250000,33.9808,35.6856
Fakra,Kesrouane,Mount Lebanon,Chalet,200,3,3,600000,33.9808,35.6856
Ehmej,Jbeil,Mount Lebanon,Land,1400,0,0,280000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Apartment,85,2,2,55000,34.1236,35.6455
Baabda,Baabda,Mount Lebanon,Apartment,270,3,5,650000,33.8333,35.5442
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,105,2,2,135000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Apartment,240,3,3,175000,34.1236,35.6455
Jeita,Kesrouane,Mount Lebanon,Apartment,165,3,3,300000,33.9808,35.6856
Badaro,Beirut,Beirut,Apartment,185,3,3,500000,33.8886,35.4955
Al Jamhour,Baabda,Mount Lebanon,Apartment,320,3,3,535000,33.8333,35.5442
Mansourieh,El Metn,Mount Lebanon,Office,65,1,0,70000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,House/Villa,1000,5,7,1100000,33.9006,35.6178
Sarba,Kesrouane,Mount Lebanon,Apartment,100,2,2,88000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,379,4,6,1500000,33.8886,35.4955
Kfar Kida,Jbeil,Mount Lebanon,House/Villa,500,2,4,450000,34.1236,35.6455
Anfe,Koura,North,Commercial Building,600,2,0,600000,34.3294,35.7931
Broumana,El Metn,Mount Lebanon,Land,1100,0,0,400000,33.9006,35.6178
Aatchane,El Metn,Mount Lebanon,Apartment,140,3,3,182000,33.9006,35.6178
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,265,4,4,420000,33.9006,35.6178
Bteghrine,El Metn,Mount Lebanon,Land,1700,0,0,300000,33.9006,35.6178
Jouret Al Ballout,El Metn,Mount Lebanon,Land,1000,0,0,500000,33.9006,35.6178
Antelias,El Metn,Mount Lebanon,Apartment,155,3,2,250000,33.9006,35.6178
Batroun,Batroun,North,House/Villa,1000,4,4,850000,34.2556,35.6586
Hboub,Jbeil,Mount Lebanon,Apartment,300,3,3,275000,34.1236,35.6455
Rabieh,El Metn,Mount Lebanon,Land,940,0,0,1400000,33.9006,35.6178
Naccache,El Metn,Mount Lebanon,Apartment,240,3,3,250000,33.9006,35.6178
Biakout,El Metn,Mount Lebanon,Apartment,135,2,2,115000,33.9006,35.6178
Jdeideh,El Metn,Mount Lebanon,Office,135,1,0,320000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Office,400,0,0,1300000,33.8886,35.4955
Naccache,El Metn,Mount Lebanon,Land,932,0,0,2500000,33.9006,35.6178
Beit Chabeb,El Metn,Mount Lebanon,Apartment,1000,6,4,2200000,33.9006,35.6178
Halat,Jbeil,Mount Lebanon,Land,1260,0,0,378000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,150,3,3,350000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,350,4,4,700000,33.8886,35.4955
Edde,Jbeil,Mount Lebanon,Apartment,151,3,3,160000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,185,3,3,235000,33.9808,35.6856
Safra,Kesrouane,Mount Lebanon,Apartment,165,3,3,140000,33.9808,35.6856
Klayaat,Kesrouane,Mount Lebanon,Land,590,0,0,150000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Land,1063,0,0,320000,34.1236,35.6455
Bikfaya,El Metn,Mount Lebanon,House/Villa,1250,2,3,1800000,33.9006,35.6178
Hazmieh,Baabda,Mount Lebanon,Apartment,150,3,2,250000,33.8333,35.5442
Adonis,Kesrouane,Mount Lebanon,Apartment,200,3,3,140000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Land,962,0,0,193000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,177,3,3,130000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Apartment,210,3,5,430000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Land,300,0,0,300000,33.9006,35.6178
Deir Al Qamar,Chouf,Mount Lebanon,Land,7500,0,0,350000,33.6947,35.5792
Baabdat,El Metn,Mount Lebanon,Apartment,202,3,3,330000,33.9006,35.6178
Qortada,El Metn,Mount Lebanon,House/Villa,1100,2,2,300000,33.9006,35.6178
Ain Al Remmane,Baabda,Mount Lebanon,Apartment,230,3,4,475000,33.8333,35.5442
Baabda,Baabda,Mount Lebanon,Apartment,200,3,4,299000,33.8333,35.5442
Baabdat,El Metn,Mount Lebanon,Apartment,120,2,2,250000,33.9006,35.6178
Monteverde,El Metn,Mount Lebanon,Apartment,240,4,4,500000,33.9006,35.6178
Zandouqa,El Metn,Mount Lebanon,Land,2649,0,0,265000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,125,2,4,280000,33.9006,35.6178
Ain Saadeh,El Metn,Mount Lebanon,Apartment,172,3,3,315000,33.9006,35.6178
Roumie,El Metn,Mount Lebanon,Shop,100,1,0,165000,33.9006,35.6178
Sin El Fil,El Metn,Mount Lebanon,Gas Station,1050,0,0,4500000,33.9006,35.6178
Chekka,Batroun,North,Commercial Building,1200,0,0,1300000,34.2556,35.6586
chnaniir,Kesrouane,Mount Lebanon,House/Villa,1500,7,0,4000000,33.9808,35.6856
Edde,Jbeil,Mount Lebanon,Apartment,274,4,5,272000,34.1236,35.6455
Antelias,El Metn,Mount Lebanon,Shop,100,1,0,250000,33.9006,35.6178
Biyada,El Metn,Mount Lebanon,Land,1000,0,0,800000,33.9006,35.6178
Beit Chabeb,El Metn,Mount Lebanon,Apartment,230,3,2,150000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,109,2,2,250000,33.8886,35.4955
Faraya,Kesrouane,Mount Lebanon,Land,900,0,0,130000,33.9808,35.6856
Batroun,Batroun,North,Apartment,163,3,2,125000,34.2556,35.6586
Jbeil,Jbeil,Mount Lebanon,Apartment,150,3,2,155000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,340,3,4,1050000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,230,2,3,1200000,33.8886,35.4955
Mansourieh,El Metn,Mount Lebanon,Apartment,200,3,3,229000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,140,3,3,230000,33.9006,35.6178
Faraya,Kesrouane,Mount Lebanon,Chalet,132,2,2,300000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,560,3,4,3000000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Apartment,300,4,4,230000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,175,2,3,650000,33.8886,35.4955
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,185,3,3,260000,33.9808,35.6856
Batroun,Batroun,North,House/Villa,130,2,2,400000,34.2556,35.6586
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,100,2,1,98000,34.1236,35.6455
Jounieh,Kesrouane,Mount Lebanon,Apartment,228,3,2,275000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,235,3,3,450000,33.8886,35.4955
Hosrayel,Jbeil,Mount Lebanon,Apartment,125,3,2,125000,34.1236,35.6455
Hosrayel,Jbeil,Mount Lebanon,Apartment,115,2,2,115000,34.1236,35.6455
Haret Sakher,Kesrouane,Mount Lebanon,Shop,300,2,0,380000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Land,772,0,0,950000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,170,3,3,450000,33.8886,35.4955
Mazraat Yachouh,El Metn,Mount Lebanon,Warehouse,400,2,0,250000,33.9006,35.6178
Nabey,El Metn,Mount Lebanon,Land,1802,0,0,1300000,33.9006,35.6178
Hazmieh,Baabda,Mount Lebanon,Apartment,325,4,5,735000,33.8333,35.5442
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,3,155000,34.1236,35.6455
Monteverde,El Metn,Mount Lebanon,Apartment,250,4,6,620000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,110,2,2,120000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Land,2401,0,0,720000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Apartment,240,3,3,175000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Apartment,122,2,2,125000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Apartment,150,3,3,185000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,155,3,3,185000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,2025,0,0,260000,34.1236,35.6455
Rabweh,El Metn,Mount Lebanon,Land,2300,0,0,1035000,33.9006,35.6178
Baabda,Baabda,Mount Lebanon,Apartment,250,2,3,500000,33.8333,35.5442
Broumana,El Metn,Mount Lebanon,Apartment,150,3,2,170000,33.9006,35.6178
Chikhane,Jbeil,Mount Lebanon,Land,1260,0,0,220000,34.1236,35.6455
Fidar,Jbeil,Mount Lebanon,Land,5185,0,0,13000000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,220,3,3,650000,33.8886,35.4955
Jdayel,Jbeil,Mount Lebanon,Apartment,125,2,2,135000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,3,135000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,1100,0,0,300000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,622,0,0,190000,34.1236,35.6455
Antelias,El Metn,Mount Lebanon,Warehouse,400,1,0,325000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Land,1408,0,0,1500000,34.1236,35.6455
Monteverde,El Metn,Mount Lebanon,Apartment,180,3,3,300000,33.9006,35.6178
Hboub,Jbeil,Mount Lebanon,Apartment,160,3,3,110000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,1200,0,0,240000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,150,3,3,155000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Land,324,0,0,1450000,33.8886,35.4955
Broumana,El Metn,Mount Lebanon,Apartment,275,3,4,500000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,355,3,4,900000,33.9006,35.6178
Mar Takla,Baabda,Mount Lebanon,Apartment,180,3,3,280000,33.8333,35.5442
Jbeil,Jbeil,Mount Lebanon,Apartment,100,2,2,76000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,125,2,2,135000,34.1236,35.6455
Aabeidat,Jbeil,Mount Lebanon,House/Villa,300,3,3,300000,34.1236,35.6455
Rayfoun,Kesrouane,Mount Lebanon,Apartment,165,2,2,290000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,192,4,5,160000,34.1236,35.6455
Batroun,Batroun,North,Land,4700,0,0,330000,34.2556,35.6586
Batroun,Batroun,North,Land,3700,0,0,295000,34.2556,35.6586
Batroun,Batroun,North,House/Villa,2535,3,3,450000,34.2556,35.6586
Jeita,Kesrouane,Mount Lebanon,Chalet,130,2,2,270000,33.9808,35.6856
Fanar,El Metn,Mount Lebanon,Apartment,155,3,3,135000,33.9006,35.6178
Naas,El Metn,Mount Lebanon,House/Villa,1360,4,3,550000,33.9006,35.6178
Kornet Chehwan,El Metn,Mount Lebanon,Land,1043,0,0,935000,33.9006,35.6178
Kornet Chehwan,El Metn,Mount Lebanon,Land,1268,0,0,1140000,33.9006,35.6178
Ain Alak,El Metn,Mount Lebanon,Land,8418,0,0,1600000,33.9006,35.6178
Fatqa,Kesrouane,Mount Lebanon,Land,5250,0,0,1100000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,Land,3373,0,0,700000,33.9808,35.6856
Maaysra,Kesrouane,Mount Lebanon,Land,1600,0,0,200000,33.9808,35.6856
Edde,Jbeil,Mount Lebanon,Apartment,170,3,2,155000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,110,2,2,137500,34.1236,35.6455
Naccache,El Metn,Mount Lebanon,Shop,270,1,0,290000,33.9006,35.6178
Bsalim,El Metn,Mount Lebanon,Apartment,135,3,0,165000,33.9006,35.6178
Faraya,Kesrouane,Mount Lebanon,Chalet,100,2,2,110000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,Apartment,145,3,2,115000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,100,2,2,75000,34.1236,35.6455
Fatqa,Kesrouane,Mount Lebanon,Apartment,265,3,4,145000,33.9808,35.6856
Mtayleb,El Metn,Mount Lebanon,Apartment,340,4,4,700000,33.9006,35.6178
Mtayleb,El Metn,Mount Lebanon,Apartment,300,3,3,380000,33.9006,35.6178
Batroun,Batroun,North,Apartment,135,2,2,150000,34.2556,35.6586
Tabarja,Kesrouane,Mount Lebanon,Chalet,50,1,1,140000,33.9808,35.6856
Ghazir,Kesrouane,Mount Lebanon,Apartment,168,3,3,190000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Apartment,170,3,3,440000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Apartment,100,2,2,144000,34.1236,35.6455
Dbayeh,El Metn,Mount Lebanon,Office,60,1,0,230000,33.9006,35.6178
Basbina,Batroun,North,Apartment,150,3,2,150000,34.2556,35.6586
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,170,2,2,90000,33.9808,35.6856
Batroun,Batroun,North,Land,1505,0,0,400000,34.2556,35.6586
Batroun,Batroun,North,Apartment,115,2,2,125000,34.2556,35.6586
Horsh Tabet,El Metn,Mount Lebanon,Apartment,325,3,3,460000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Land,3675,0,0,640000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,180,3,2,350000,33.8886,35.4955
Mechmech,Jbeil,Mount Lebanon,Land,1253,0,0,110000,34.1236,35.6455
Biyada,El Metn,Mount Lebanon,Apartment,560,3,4,1200000,33.9006,35.6178
Batroun,Batroun,North,Chalet,51,1,0,185000,34.2556,35.6586
Batroun,Batroun,North,House/Villa,150,2,2,170000,34.2556,35.6586
Batroun,Batroun,North,Land,4500,0,0,180000,34.2556,35.6586
Jbeil,Jbeil,Mount Lebanon,Apartment,150,2,3,180000,34.1236,35.6455
Ras Beirut,Beirut,Beirut,Shop,20,1,0,70000,33.8886,35.4955
Batroun,Batroun,North,Land,11200,0,0,1120000,34.2556,35.6586
chnaniir,Kesrouane,Mount Lebanon,House/Villa,1760,0,0,1800000,33.9808,35.6856
Batroun,Batroun,North,Land,5860,0,0,470000,34.2556,35.6586
Zouk Mosbeh,Kesrouane,Mount Lebanon,Chalet,45,1,1,175000,33.9808,35.6856
Ain Aar,El Metn,Mount Lebanon,House/Villa,938,5,7,2500000,33.9006,35.6178
Batroun,Batroun,North,Apartment,153,3,3,150000,34.2556,35.6586
New Mar Takla,Baabda,Mount Lebanon,Apartment,240,3,4,550000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,180,2,3,700000,33.8886,35.4955
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Land,650,0,0,500000,33.9808,35.6856
Ras Beirut,Beirut,Beirut,Apartment,159,3,4,300000,33.8886,35.4955
Shayle,Kesrouane,Mount Lebanon,Apartment,110,2,2,96000,33.9808,35.6856
Ain Aar,El Metn,Mount Lebanon,Apartment,280,3,4,310000,33.9006,35.6178
Batroun,Batroun,North,Land,9000,0,0,750000,34.2556,35.6586
Batroun,Batroun,North,Land,5348,0,0,560000,34.2556,35.6586
Bikfaya,El Metn,Mount Lebanon,Land,1392,0,0,1200000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Office,65,1,0,80000,34.1236,35.6455
Sin El Fil,El Metn,Mount Lebanon,Commercial Building,4200,4,0,2600000,33.9006,35.6178
Jounieh,Kesrouane,Mount Lebanon,Warehouse,300,2,0,185000,33.9808,35.6856
Blat,Jbeil,Mount Lebanon,Land,999,0,0,200000,34.1236,35.6455
Bikfaya,El Metn,Mount Lebanon,House/Villa,1392,8,4,1200000,33.9006,35.6178
Halat,Jbeil,Mount Lebanon,Land,906,0,0,200000,34.1236,35.6455
Sarba,Kesrouane,Mount Lebanon,Shop,102,2,0,195000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Land,1200,0,0,950000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,3,450000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,Land,1260,0,0,250000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,140,3,3,150000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,660,4,4,1500000,33.8886,35.4955
Mansourieh,El Metn,Mount Lebanon,Apartment,170,3,2,150000,33.9006,35.6178
Biyada,El Metn,Mount Lebanon,Apartment,360,4,6,775000,33.9006,35.6178
Biyada,El Metn,Mount Lebanon,Apartment,325,3,4,775000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Apartment,180,3,3,730000,33.9006,35.6178
Down Town,Beirut,Beirut,Apartment,282,2,3,2200000,33.8886,35.4955
Gherfine,Jbeil,Mount Lebanon,Apartment,105,2,2,77000,34.1236,35.6455
Bijdarfel,Batroun,North,Land,783,0,0,60000,34.2556,35.6586
Jbeil,Jbeil,Mount Lebanon,House/Villa,620,6,6,530000,34.1236,35.6455
Beit el Chaar,El Metn,Mount Lebanon,Apartment,220,3,3,245000,33.9006,35.6178
Batroun,Batroun,North,House/Villa,160,3,1,1500000,34.2556,35.6586
Faraya,Kesrouane,Mount Lebanon,Chalet,172,2,2,165000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Land,850,6,6,1700000,34.1236,35.6455
Zouk Mikael,Kesrouane,Mount Lebanon,Commercial Building,1772,0,0,900000,33.9808,35.6856
Barbara,Jbeil,Mount Lebanon,Residential Building,900,0,0,950000,34.1236,35.6455
Ghazir,Kesrouane,Mount Lebanon,Land,475,0,0,200000,33.9808,35.6856
Down Town,Beirut,Beirut,Apartment,573,4,6,4500000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,617,5,5,4500000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,160,3,3,400000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,145,2,2,363000,33.8886,35.4955
Faytroun,Kesrouane,Mount Lebanon,Land,1285,0,0,450000,33.9808,35.6856
Gherfine,Jbeil,Mount Lebanon,Land,1719,0,0,400000,34.1236,35.6455
Gherfine,Jbeil,Mount Lebanon,Land,1486,0,0,340000,34.1236,35.6455
Batroun,Batroun,North,Shop,47,1,0,120000,34.2556,35.6586
Badaro,Beirut,Beirut,Apartment,253,4,3,325000,33.8886,35.4955
Badaro,Beirut,Beirut,Apartment,185,3,2,350000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Apartment,160,3,3,195000,34.1236,35.6455
Baabdat,El Metn,Mount Lebanon,House/Villa,600,5,6,1500000,33.9006,35.6178
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,120,2,2,110000,34.1236,35.6455
Edde,Batroun,North,Land,1200,0,0,450000,34.2556,35.6586
Monteverde,El Metn,Mount Lebanon,Land,900,0,0,990000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Office,95,2,0,200000,33.8886,35.4955
Batroun,Batroun,North,Land,1642,0,0,99000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,225,3,3,650000,33.8886,35.4955
Chekka,Batroun,North,Land,906,0,0,1200000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,482,4,3,650000,33.8886,35.4955
Badaro,Beirut,Beirut,Apartment,170,3,3,375000,33.8886,35.4955
Blat,Jbeil,Mount Lebanon,Apartment,150,3,3,185000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Land,800,0,0,75000,34.1236,35.6455
Naccache,El Metn,Mount Lebanon,Apartment,200,3,3,300000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,270,3,3,210000,34.1236,35.6455
Faraya,Kesrouane,Mount Lebanon,Land,997,0,0,300000,33.9808,35.6856
Zikrit,El Metn,Mount Lebanon,Apartment,315,3,4,425000,33.9006,35.6178
Zikrit,El Metn,Mount Lebanon,Apartment,200,3,3,275000,33.9006,35.6178
Zikrit,El Metn,Mount Lebanon,Apartment,326,3,3,400000,33.9006,35.6178
Zikrit,El Metn,Mount Lebanon,Apartment,226,3,3,275000,33.9006,35.6178
Jnah,Beirut,Beirut,Apartment,525,4,5,1200000,33.8886,35.4955
Saki Rechmaya,Jbeil,Mount Lebanon,Land,1205,0,0,105000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Office,173,0,0,580000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Office,220,4,0,330000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,160,3,3,370000,33.8886,35.4955
Chahtoul,Kesrouane,Mount Lebanon,Land,2000,0,0,275000,33.9808,35.6856
Jal el Dib,El Metn,Mount Lebanon,Apartment,200,3,2,330000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,200,3,3,350000,33.8886,35.4955
Basbina,Batroun,North,Land,1667,0,0,295000,34.2556,35.6586
Hadath,Baabda,Mount Lebanon,Office,106,2,0,160000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Land,252,0,0,1200000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,195,3,2,400000,33.8886,35.4955
Kornet Chehwan,El Metn,Mount Lebanon,House/Villa,1206,0,0,1400000,33.9006,35.6178
Rayfoun,Kesrouane,Mount Lebanon,Land,1271,0,0,509000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,110,2,2,300000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,128,2,2,270000,33.8886,35.4955
